Gene stable ID,Gene name,NCBI gene ID
ENSG00000000938,FGR,2268
ENSG00000001460,STPG1,90529
ENSG00000001461,NIPAL3,57185
ENSG00000004455,AK2,204
ENSG00000004487,KDM1A,23028
ENSG00000007923,DNAJC11,55735
ENSG00000007968,E2F2,1870
ENSG00000008128,CDK11A,728642
ENSG00000008130,NADK,65220
ENSG00000009724,MASP2,10747
ENSG00000009780,FAM76A,199870
ENSG00000011007,ELOA,6924
ENSG00000011009,LYPLA2,11313
ENSG00000011021,CLCN6,1185
ENSG00000020129,NCDN,23154
ENSG00000020633,RUNX3,864
ENSG00000025800,KPNA6,23633
ENSG00000028137,TNFRSF1B,7133
ENSG00000037637,FBXO42,54455
ENSG00000040487,SLC66A1,54896
ENSG00000041988,THAP3,90326
ENSG00000048707,VPS13D,55187
ENSG00000049239,H6PD,9563
ENSG00000049245,VAMP3,9341
ENSG00000049246,PER3,8863
ENSG00000049247,UTS2,10911
ENSG00000049249,TNFRSF9,3604
ENSG00000053371,AKR7A2,8574
ENSG00000053372,MRTO4,51154
ENSG00000054116,TRAPPC3,27095
ENSG00000054118,THRAP3,9967
ENSG00000054523,KIF1B,23095
ENSG00000055070,SZRD1,26099
ENSG00000057757,PITHD1,57095
ENSG00000058453,CROCC,9696
ENSG00000060642,PIGV,55650
ENSG00000060688,SNRNP40,9410
ENSG00000065526,SPEN,23013
ENSG00000067606,PRKCZ,5590
ENSG00000069424,KCNAB2,8514
ENSG00000070831,CDC42,998
ENSG00000074800,ENO1,2023
ENSG00000074964,ARHGEF10L,55160
ENSG00000075151,EIF4G3,8672
ENSG00000076864,RAP1GAP,5909
ENSG00000077549,CAPZB,832
ENSG00000078369,GNB1,2782
ENSG00000078808,SDF4,51150
ENSG00000080947,CROCCP3,
ENSG00000083444,PLOD1,5351
ENSG00000084623,EIF3I,8668
ENSG00000084652,TXLNA,200081
ENSG00000088280,ASAP3,55616
ENSG00000090020,SLC9A1,6548
ENSG00000090273,NUDC,10726
ENSG00000090432,MUL1,79594
ENSG00000090621,PABPC4,8761
ENSG00000090686,USP48,84196
ENSG00000092847,AGO1,26523
ENSG00000092853,CLSPN,63967
ENSG00000097021,ACOT7,11332
ENSG00000107404,DVL1,1855
ENSG00000116138,DNAJC16,23341
ENSG00000116151,MORN1,79906
ENSG00000116198,CEP104,9731
ENSG00000116213,WRAP73,49856
ENSG00000116237,ICMT,23463
ENSG00000116251,RPL22,6146
ENSG00000116273,PHF13,148479
ENSG00000116285,ERRFI1,54206
ENSG00000116288,PARK7,11315
ENSG00000116350,SRSF4,6429
ENSG00000116353,MECR,51102
ENSG00000116478,HDAC1,3065
ENSG00000116497,S100PBP,64766
