Gene stable ID,Gene name,NCBI gene ID
ENSG00000003756,RBM5,10181
ENSG00000004399,PLXND1,23129
ENSG00000004534,RBM6,10180
ENSG00000004838,ZMYND10,51364
ENSG00000007402,CACNA2D2,9254
ENSG00000008300,CELSR3,1951
ENSG00000010256,UQCRC1,7384
ENSG00000010318,PHF7,51533
ENSG00000010322,NISCH,11188
ENSG00000010327,STAB1,23166
ENSG00000011198,ABHD5,51099
ENSG00000011376,LARS2,23395
ENSG00000012171,SEMA3B,7869
ENSG00000012223,LTF,4057
ENSG00000014257,ACPP,55
ENSG00000016864,GLT8D1,55830
ENSG00000017260,ATP2C1,27032
ENSG00000023330,ALAS1,211
ENSG00000031081,ARHGAP31,57514
ENSG00000034533,ASTE1,28990
ENSG00000036054,TBC1D23,55773
ENSG00000041880,PARP3,10039
ENSG00000047849,MAP4,4134
ENSG00000051382,PIK3CB,5291
ENSG00000055955,ITIH4,3700
ENSG00000056736,IL17RB,55540
ENSG00000058262,SEC61A1,29927
ENSG00000064225,ST3GAL6,10402
ENSG00000065485,PDIA5,10954
ENSG00000065518,NDUFB4,4710
ENSG00000065534,MYLK,4638
ENSG00000066422,ZBTB11,27107
ENSG00000067560,RHOA,387
ENSG00000068001,HYAL2,8692
ENSG00000068028,RASSF1,11186
ENSG00000068745,IP6K2,51447
ENSG00000069849,ATP1B3,483
ENSG00000070087,PFN2,5217
ENSG00000070476,ZXDC,79364
ENSG00000071794,HLTF,6596
ENSG00000072858,SIDT1,54847
ENSG00000073111,MCM2,4171
ENSG00000074416,MGLL,11343
ENSG00000075785,RAB7A,7879
ENSG00000075914,EXOSC7,23016
ENSG00000076201,PTPN23,25930
ENSG00000080200,CRYBG3,131544
ENSG00000080819,CPOX,1371
ENSG00000080822,CLDND1,56650
ENSG00000081154,PCNP,57092
ENSG00000081307,UBA5,79876
ENSG00000082701,GSK3B,2932
ENSG00000082781,ITGB5,3693
ENSG00000082996,RNF13,11342
ENSG00000083937,CHMP2B,25978
ENSG00000088543,C3orf18,51161
ENSG00000088727,KIF9,64147
ENSG00000090097,PCBP4,57060
ENSG00000091513,TF,7018
ENSG00000091527,CDV3,55573
ENSG00000091972,CD200,4345
ENSG00000113811,SELENOK,58515
ENSG00000113812,ACTR8,93973
ENSG00000113845,TIMMDC1,51300
ENSG00000113924,HGD,3081
ENSG00000113971,NPHP3,27031
ENSG00000114013,CD86,942
ENSG00000114021,NIT2,56954
ENSG00000114023,FAM162A,26355
ENSG00000114030,KPNA1,3836
ENSG00000114054,PCCB,5096
ENSG00000114098,ARMC8,25852
ENSG00000114107,CEP70,80321
ENSG00000114120,SLC25A36,55186
ENSG00000114125,RNF7,9616
ENSG00000114126,TFDP2,7029
ENSG00000114127,XRN1,54464
ENSG00000114268,PFKFB4,5210
ENSG00000114270,COL7A1,1294
ENSG00000114302,PRKAR2A,5576
ENSG00000114316,USP4,7375
ENSG00000114316,USP4,107986084
ENSG00000114353,GNAI2,2771
ENSG00000114354,TFG,10342
ENSG00000114378,HYAL1,3373
ENSG00000114383,TUSC2,11334
ENSG00000114388,NPRL2,10641
ENSG00000114391,RPL24,6152
ENSG00000114395,CYB561D2,11068
ENSG00000114405,C3orf14,57415
ENSG00000114423,CBLB,868
ENSG00000114439,BBX,56987
ENSG00000114446,IFT57,55081
ENSG00000114480,GBE1,2632
ENSG00000114491,UMPS,7372
ENSG00000114520,SNX4,8723
ENSG00000114541,FRMD4B,23150
ENSG00000114544,SLC41A3,54946
ENSG00000114554,PLXNA1,5361
ENSG00000114573,ATP6V1A,523
ENSG00000114626,ABTB1,80325
ENSG00000114631,PODXL2,50512
ENSG00000114648,KLHL18,23276
ENSG00000114650,SCAP,22937
ENSG00000114656,KIAA1257,57501
ENSG00000114670,NEK11,79858
ENSG00000114686,MRPL3,11222
ENSG00000114735,HEMK1,51409
ENSG00000114737,CISH,1154
ENSG00000114738,MAPKAPK3,7867
ENSG00000114744,COMMD2,51122
ENSG00000114767,RRP9,9136
ENSG00000114779,ABHD14B,84836
ENSG00000114841,DNAH1,25981
ENSG00000114854,TNNC1,7134
ENSG00000114861,FOXP1,27086
ENSG00000114902,SPCS1,28972
ENSG00000114904,NEK4,6787
ENSG00000118007,STAG1,10274
ENSG00000120742,SERP1,27230
ENSG00000121542,SEC22A,26984
ENSG00000121552,CSTA,1475
ENSG00000121577,POPDC2,64091
ENSG00000121578,B4GALT4,8702
ENSG00000121579,NAA50,80218
ENSG00000121797,CCRL2,9034
ENSG00000121807,CCR2,729230
ENSG00000126062,TMEM115,11070
ENSG00000129055,ANAPC13,25847
ENSG00000129071,MBD4,8930
ENSG00000132153,DHX30,22907
ENSG00000132394,EEFSEC,60678
ENSG00000136068,FLNB,2317
ENSG00000138231,DBR1,51163
ENSG00000138246,DNAJC13,23317
ENSG00000138459,SLC35A5,55032
ENSG00000138463,SLC49A4,84925
ENSG00000138468,SENP7,57337
ENSG00000138495,COX17,10063
ENSG00000138496,PARP9,83666
ENSG00000144736,SHQ1,55164
ENSG00000144741,SLC25A26,115286
ENSG00000144744,UBA3,9039
ENSG00000144746,ARL6IP5,10550
ENSG00000144747,TMF1,7110
ENSG00000144749,LRIG1,26018
ENSG00000144791,LIMD1,8994
ENSG00000144802,NFKBIZ,64332
ENSG00000144815,NXPE3,91775
ENSG00000144827,ABHD10,55347
ENSG00000144840,RABL3,285282
ENSG00000144843,ADPRH,141
ENSG00000144848,ATG3,64422
ENSG00000144867,SRPRB,58477
ENSG00000144895,EIF2A,83939
ENSG00000144909,OSBPL11,114885
ENSG00000145020,AMT,275
ENSG00000145022,TCTA,6988
ENSG00000145029,NICN1,84276
ENSG00000145041,DCAF1,9730
ENSG00000145050,MANF,7873
ENSG00000145088,EAF2,55840
ENSG00000151576,QTRT2,79691
ENSG00000152601,MBNL1,4154
ENSG00000152952,PLOD2,5352
ENSG00000153002,CPB1,1360
ENSG00000153283,CD96,10225
ENSG00000153767,GTF2E1,2960
ENSG00000154165,GPR15,2838
ENSG00000154174,TOMM70,9868
ENSG00000154917,RAB6B,51560
ENSG00000154928,EPHB1,2047
ENSG00000155893,PXYLP1,92370
ENSG00000155903,RASA2,5922
ENSG00000157445,CACNA2D3,55799
ENSG00000157500,APPL1,26060
ENSG00000158092,NCK1,4690
ENSG00000158163,DZIP1L,199221
ENSG00000158186,MRAS,22808
ENSG00000158234,FAIM,55179
ENSG00000159685,CHCHD6,84303
ENSG00000160124,CCDC58,131076
ENSG00000160746,ANO10,55129
ENSG00000160791,CCR5,1234
ENSG00000160796,NBEAL2,23218
ENSG00000160799,CCDC12,151903
ENSG00000160808,MYL3,4634
ENSG00000162244,RPL29,6159
ENSG00000163320,CGGBP1,8545
ENSG00000163376,KBTBD8,84541
ENSG00000163378,EOGT,285203
ENSG00000163389,POGLUT1,56983
ENSG00000163406,SLC15A2,6565
ENSG00000163412,EIF4E3,317649
ENSG00000163421,PROK2,60675
ENSG00000163428,LRRC58,116064
ENSG00000163430,FSTL1,11167
ENSG00000163507,CIP2A,57650
ENSG00000163519,TRAT1,50852
ENSG00000163602,RYBP,23429
ENSG00000163605,PPP4R2,151987
ENSG00000163606,CD200R1,131450
ENSG00000163607,GTPBP8,29083
ENSG00000163608,NEPRO,25871
ENSG00000163611,SPICE1,152185
ENSG00000163617,CCDC191,57577
ENSG00000163634,THOC7,80145
ENSG00000163635,ATXN7,6314
ENSG00000163636,PSMD6,9861
ENSG00000163681,SLMAP,7871
ENSG00000163684,RPP14,11102
ENSG00000163686,ABHD6,57406
ENSG00000163687,DNASE1L3,1776
ENSG00000163710,PCOLCE2,26577
ENSG00000163714,U2SURP,23350
ENSG00000163751,CPA3,1359
ENSG00000163754,GYG1,2992
ENSG00000163755,HPS3,84343
ENSG00000163781,TOPBP1,11073
ENSG00000163785,RYK,6259
ENSG00000163788,SNRK,54861
ENSG00000163807,KIAA1143,57456
ENSG00000163808,KIF15,56992
ENSG00000163812,ZDHHC3,51304
ENSG00000163814,CDCP1,64866
ENSG00000163815,CLEC3B,7123
ENSG00000163818,LZTFL1,54585
ENSG00000163820,FYCO1,79443
ENSG00000163823,CCR1,1230
ENSG00000163832,ELP6,54859
ENSG00000163840,DTX3L,151636
ENSG00000163848,ZNF148,7707
ENSG00000163864,NMNAT3,349565
ENSG00000163870,TPRA1,131601
ENSG00000163902,RPN1,6184
ENSG00000163913,IFT122,55764
ENSG00000163930,BAP1,8314
ENSG00000163931,TKT,7086
ENSG00000163932,PRKCD,5580
ENSG00000163933,RFT1,91869
ENSG00000163935,SFMBT1,51460
ENSG00000163938,GNL3,26354
ENSG00000163939,PBRM1,55193
ENSG00000163946,TASOR,23272
ENSG00000163947,ARHGEF3,50650
ENSG00000164045,CDC25A,993
ENSG00000164047,CAMP,820
ENSG00000164048,ZNF589,51385
ENSG00000164050,PLXNB1,5364
ENSG00000164051,CCDC51,79714
ENSG00000164053,ATRIP,84126
ENSG00000164054,SHISA5,51246
ENSG00000164062,APEH,327
ENSG00000164068,RNF123,63891
ENSG00000164077,MON1A,84315
ENSG00000164080,RAD54L2,23132
ENSG00000164081,TEX264,51368
ENSG00000164086,DUSP7,1849
ENSG00000164087,POC1A,25886
ENSG00000164088,PPM1M,132160
ENSG00000164091,WDR82,80335
ENSG00000168237,GLYCTK,132158
ENSG00000168268,NT5DC2,64943
ENSG00000168273,SMIM4,440957
ENSG00000168291,PDHB,5162
ENSG00000168297,PXK,54899
ENSG00000168301,KCTD6,200845
ENSG00000168306,ACOX2,8309
ENSG00000168309,FAM107A,11170
ENSG00000168374,ARF4,378
ENSG00000168386,FILIP1L,11259
ENSG00000169087,HSPBAP1,79663
ENSG00000169313,P2RY12,64805
ENSG00000169379,ARL13B,200894
ENSG00000169704,GP9,2815
