Gene stable ID,Gene name,NCBI gene ID
ENSG00000001629,ANKIB1,54467
ENSG00000001630,CYP51A1,1595
ENSG00000001631,KRIT1,889
ENSG00000004059,ARF5,381
ENSG00000004766,VPS50,55610
ENSG00000004799,PDK4,5166
ENSG00000004864,SLC25A13,10165
ENSG00000004866,ST7,7982
ENSG00000005075,POLR2J,5439
ENSG00000005249,PRKAR2B,5577
ENSG00000005469,CROT,54677
ENSG00000005483,KMT2E,55904
ENSG00000005486,RHBDD2,57414
ENSG00000006453,BAIAP2L1,55971
ENSG00000006459,KDM7A,80853
ENSG00000006530,AGK,55750
ENSG00000006576,PHTF2,57157
ENSG00000006634,DBF4,10926
ENSG00000006652,IFRD1,3475
ENSG00000008282,SYPL1,6856
ENSG00000009950,MLXIPL,51085
ENSG00000009954,BAZ1B,9031
ENSG00000015676,NUDCD3,23386
ENSG00000019991,HGF,3082
ENSG00000048405,ZNF800,168850
ENSG00000049540,ELN,2006
ENSG00000049541,RFC2,5982
ENSG00000058091,CDK14,5218
ENSG00000059377,TBXAS1,6916
ENSG00000059378,PARP12,64761
ENSG00000062582,MRPS24,64951
ENSG00000064393,HIPK2,28996
ENSG00000064419,TNPO3,23534
ENSG00000066923,STAG3,10734
ENSG00000067601,PMS2P4,
ENSG00000070669,ASNS,440
ENSG00000071243,ING3,54556
ENSG00000071462,BUD23,114049
ENSG00000075142,SRI,6717
ENSG00000075223,SEMA3C,10512
ENSG00000075303,SLC25A40,55972
ENSG00000075790,BCAP29,55973
ENSG00000077454,LRCH4,4034
ENSG00000078319,PMS2P1,
ENSG00000078487,ZCWPW1,55063
ENSG00000078967,UBE2D4,51619
ENSG00000080802,CNOT4,4850
ENSG00000085514,PILRA,29992
ENSG00000085563,ABCB1,5243
ENSG00000085662,AKR1B1,231
ENSG00000086730,LAT2,7462
ENSG00000087077,TRIP6,7205
ENSG00000087085,ACHE,43
ENSG00000087087,SRRT,51593
ENSG00000090263,MRPS33,51650
ENSG00000090266,NDUFB2,4708
ENSG00000091073,DTX2,113878
ENSG00000091127,PUS7,54517
ENSG00000091136,LAMB1,3912
ENSG00000091140,DLD,1738
ENSG00000091704,CPA1,1357
ENSG00000091732,ZC3HC1,51530
ENSG00000105793,GTPBP10,85865
ENSG00000105808,RASA4,10156
ENSG00000105810,CDK6,1021
ENSG00000105819,PMPCB,9512
ENSG00000105821,DNAJC2,27000
ENSG00000105829,BET1,10282
ENSG00000105835,NAMPT,10135
ENSG00000105851,PIK3CG,5294
ENSG00000105854,PON2,5445
ENSG00000105856,HBP1,26959
ENSG00000105865,DUS4L,11062
ENSG00000105875,WDR91,29062
ENSG00000105879,CBLL1,79872
ENSG00000105887,MTPN,136319
ENSG00000105939,ZC3HAV1,56829
ENSG00000105948,TTC26,79989
ENSG00000105953,OGDH,4967
ENSG00000105967,TFEC,22797
ENSG00000105968,H2AZ2,94239
ENSG00000105974,CAV1,857
ENSG00000106028,SSBP1,6742
ENSG00000106034,CPED1,79974
ENSG00000106070,GRB10,2887
ENSG00000106077,ABHD11,83451
ENSG00000106089,STX1A,6804
ENSG00000106133,NSUN5P2,
ENSG00000106153,CHCHD2,51142
ENSG00000106178,CCL24,6369
ENSG00000106211,HSPB1,3315
ENSG00000106244,PDAP1,11333
ENSG00000106245,BUD31,8896
ENSG00000106246,PTCD1,26024
ENSG00000106261,ZKSCAN1,7586
ENSG00000106290,TAF6,6878
ENSG00000106299,WASL,8976
ENSG00000106327,TFR2,7036
ENSG00000106330,MOSPD3,64598
ENSG00000106333,PCOLCE,5118
ENSG00000106336,FBXO24,26261
ENSG00000106344,RBM28,55131
ENSG00000106348,IMPDH1,3614
ENSG00000106351,AGFG2,3268
ENSG00000106366,SERPINE1,5054
ENSG00000106367,AP1S1,1174
ENSG00000106397,PLOD3,8985
ENSG00000106400,ZNHIT1,10467
ENSG00000106404,CLDN15,24146
ENSG00000106459,NRF1,4899
