Gene stable ID,Gene name,NCBI gene ID
ENSG00000001036,FUCA2,2519
ENSG00000002822,MAD1L1,8379
ENSG00000003147,ICA1,3382
ENSG00000004809,SLC22A16,85413
ENSG00000005020,SKAP2,8935
ENSG00000005700,IBTK,25998
ENSG00000006451,RALA,5898
ENSG00000006625,GGCT,79017
ENSG00000006715,VPS41,27072
ENSG00000008018,PSMB1,5689
ENSG00000008256,CYTH3,9265
ENSG00000009413,REV3L,5980
ENSG00000009844,VTA1,51534
ENSG00000010270,STARD3NL,83930
ENSG00000010810,FYN,2534
ENSG00000010818,HIVEP2,3097
ENSG00000011275,RNF216,54476
ENSG00000011426,ANLN,54443
ENSG00000013375,PGM3,5238
ENSG00000013392,RWDD2A,112611
ENSG00000014123,UFL1,23376
ENSG00000024862,CCDC28A,25901
ENSG00000025039,RRAGD,58528
ENSG00000025156,HSF2,3298
ENSG00000025796,SEC63,11231
ENSG00000026297,RNASET2,8635
ENSG00000026652,AGPAT4,56895
ENSG00000027697,IFNGR1,3459
ENSG00000028839,TBPL1,9519
ENSG00000029363,BCLAF1,9774
ENSG00000029639,TFB1M,51106
ENSG00000034693,PEX3,8504
ENSG00000047932,GOPC,57120
ENSG00000048052,HDAC9,9734
ENSG00000049618,ARID1B,57492
ENSG00000050344,NFE2L3,9603
ENSG00000051620,HEBP2,23593
ENSG00000055208,TAB2,23118
ENSG00000055211,GINM1,116254
ENSG00000056972,TRAF3IP2,10758
ENSG00000057657,PRDM1,639
ENSG00000057663,ATG5,9474
ENSG00000060762,MPC1,51660
ENSG00000065615,CYB5R4,51167
ENSG00000065833,ME1,4199
ENSG00000065883,CDK13,8621
ENSG00000066651,TRMT11,60487
ENSG00000070882,OSBPL3,26031
ENSG00000071189,SNX13,23161
ENSG00000071242,RPS6KA2,6196
ENSG00000071994,PDCD2,5134
ENSG00000074706,IPCEF1,26034
ENSG00000074935,TUBE1,51175
ENSG00000075618,FSCN1,6624
ENSG00000075624,ACTB,60
ENSG00000078053,AMPH,273
ENSG00000078269,SYNJ2,8871
ENSG00000078399,HOXA9,3205
ENSG00000079819,EPB41L2,2037
ENSG00000079950,STX7,8417
ENSG00000080546,SESN1,27244
ENSG00000081087,OSTM1,28962
ENSG00000083097,DOP1A,23033
ENSG00000083099,LYRM2,57226
ENSG00000083123,BCKDHB,594
ENSG00000085377,PREP,5550
ENSG00000085382,HACE1,57531
ENSG00000085511,MAP3K4,4216
ENSG00000086232,EIF2AK1,27102
ENSG00000086288,NME8,51314
ENSG00000086289,EPDR1,54749
ENSG00000086300,SNX10,29887
ENSG00000092820,EZR,7430
ENSG00000093134,VNN3,55350
ENSG00000093144,ECHDC1,55862
ENSG00000105778,AVL9,23080
ENSG00000105849,TWISTNB,221830
ENSG00000105866,SP4,6671
ENSG00000105926,MPP6,51678
ENSG00000105928,GSDME,1687
ENSG00000105963,ADAP1,11033
ENSG00000105991,HOXA1,3198
ENSG00000106003,LFNG,3955
ENSG00000106009,BRAT1,221927
ENSG00000106012,IQCE,23288
ENSG00000106049,HIBADH,11112
