Gene stable ID,Gene name,NCBI gene ID
ENSG00000013561,RNF14,9604
ENSG00000015479,MATR3,9782
ENSG00000019582,CD74,972
ENSG00000021355,SERPINB1,1992
ENSG00000027847,B4GALT7,11285
ENSG00000031003,FAM13B,51306
ENSG00000037241,RPL26L1,51121
ENSG00000037280,FLT4,2324
ENSG00000037749,MFAP3,4238
ENSG00000038274,MAT2B,27430
ENSG00000038427,VCAN,1462
ENSG00000040275,SPDL1,54908
ENSG00000043143,JADE2,23338
ENSG00000043462,LCP2,3937
ENSG00000044115,CTNNA1,1495
ENSG00000047188,YTHDC2,64848
ENSG00000048140,TSPAN17,26262
ENSG00000048162,NOP16,51491
ENSG00000050748,MAPK9,5601
ENSG00000050767,COL23A1,91522
ENSG00000051596,THOC3,84321
ENSG00000054598,FOXC1,2296
ENSG00000055147,FAM114A2,10827
ENSG00000055163,CYFIP2,26999
ENSG00000058729,RIOK2,55781
ENSG00000064651,SLC12A2,6558
ENSG00000064652,SNX24,28966
ENSG00000066583,ISOC1,51015
ENSG00000070614,NDST1,3340
ENSG00000070814,TCOF1,6949
ENSG00000072364,AFF4,27125
ENSG00000072571,HMMR,3161
ENSG00000072682,P4HA2,8974
ENSG00000072786,STK10,6793
ENSG00000072803,FBXW11,23291
ENSG00000074276,CDHR2,54825
ENSG00000081059,TCF7,6932
ENSG00000081189,MEF2C,4208
ENSG00000081791,DELE1,9812
ENSG00000082515,MRPL22,29093
ENSG00000082516,GEMIN5,25929
ENSG00000086589,RBM22,55696
ENSG00000087116,ADAMTS2,9509
ENSG00000087206,UIMC1,51720
ENSG00000091009,RBM27,54439
ENSG00000094880,CDC23,8697
ENSG00000096696,DSP,1832
ENSG00000111837,MAK,4117
ENSG00000111843,TMEM14C,51522
ENSG00000111845,PAK1IP1,55003
ENSG00000111846,GCNT2,2651
ENSG00000111859,NEDD9,4739
ENSG00000111863,ADTRP,84830
ENSG00000112679,DUSP22,56940
ENSG00000112685,EXOC2,55770
ENSG00000112699,GMDS,2762
ENSG00000112739,PRPF4B,8899
ENSG00000112799,LY86,9450
ENSG00000112855,HARS2,23438
ENSG00000112893,MAN2A1,4124
ENSG00000112983,BRD8,10902
ENSG00000112984,KIF20A,10112
ENSG00000113013,HSPA9,3313
ENSG00000113068,PFDN1,5201
ENSG00000113070,HBEGF,1839
ENSG00000113108,APBB3,10307
ENSG00000113119,TMCO6,55374
ENSG00000113140,SPARC,6678
ENSG00000113141,IK,3550
ENSG00000113194,FAF2,23197
ENSG00000113240,CLK4,57396
ENSG00000113249,HAVCR1,26762
ENSG00000113263,ITK,3702
ENSG00000113269,RNF130,55819
ENSG00000113272,THG1L,54974
ENSG00000113282,CLINT1,9685
ENSG00000113300,CNOT6,57472
ENSG00000113303,BTNL8,79908
ENSG00000113312,TTC1,7265
ENSG00000113318,MSH3,4437
ENSG00000113319,RASGRF2,5924
ENSG00000113328,CCNG1,900
ENSG00000113368,LMNB1,4001
ENSG00000113369,ARRDC3,57561
ENSG00000113391,FAM172A,83989
ENSG00000113441,LNPEP,4012
ENSG00000113522,RAD50,10111
ENSG00000113532,ST8SIA4,7903
ENSG00000113552,GNPDA1,10007
ENSG00000113555,PCDH12,51294
ENSG00000113558,SKP1,6500
ENSG00000113575,PPP2CA,5515
ENSG00000113580,NR3C1,2908
ENSG00000113583,C5orf15,56951
ENSG00000113615,SEC24A,10802
ENSG00000113621,TXNDC15,79770
ENSG00000113643,RARS1,5917
ENSG00000113648,MACROH2A1,9555
ENSG00000113649,TCERG1,10915
ENSG00000113657,DPYSL3,1809
ENSG00000113658,SMAD5,4090
ENSG00000113712,CSNK1A1,1452
ENSG00000113716,HMGXB3,22993
ENSG00000113719,ERGIC1,57222
ENSG00000113721,PDGFRB,5159
ENSG00000113732,ATP6V0E1,8992
ENSG00000113734,BNIP1,662
ENSG00000113742,CPEB4,80315
ENSG00000113749,HRH2,3274
ENSG00000113758,DBN1,1627
ENSG00000113761,ZNF346,23567
ENSG00000113763,UNC5A,90249
ENSG00000118985,ELL2,22936
ENSG00000119048,UBE2B,7320
ENSG00000120129,DUSP1,1843
ENSG00000120137,PANK3,79646
ENSG00000120306,CYSTM1,84418
ENSG00000120314,WDR55,54853
ENSG00000120318,ARAP3,64411
ENSG00000120705,ETF1,2107
ENSG00000120708,TGFBI,7045
ENSG00000120709,FAM53C,51307
ENSG00000120725,SIL1,64374
ENSG00000120727,PAIP2,51247
ENSG00000120733,KDM3B,51780
ENSG00000120738,EGR1,1958
ENSG00000122203,KIAA1191,57179
ENSG00000123643,SLC36A1,206358
ENSG00000124491,F13A1,2162
ENSG00000124535,WRNIP1,56897
ENSG00000124570,SERPINB6,5269
ENSG00000124588,NQO2,4835
ENSG00000124782,RREB1,6239
ENSG00000124783,SSR1,6745
ENSG00000124784,RIOK1,83732
ENSG00000124785,NRN1,51299
ENSG00000124786,SLC35B3,51000
ENSG00000124787,RPP40,10799
ENSG00000124802,EEF1E1,9521
ENSG00000125347,IRF1,3659
ENSG00000127022,CANX,821
ENSG00000127184,COX7C,1350
ENSG00000129596,CDO1,1036
ENSG00000129625,REEP5,7905
ENSG00000131187,F12,2161
ENSG00000131188,PRR7,80758
ENSG00000131437,KIF3A,11127
ENSG00000131446,MGAT1,4245
ENSG00000131459,GFPT2,9945
ENSG00000131495,NDUFA2,4695
ENSG00000131503,ANKHD1,54882
ENSG00000131504,DIAPH1,1729
ENSG00000131507,NDFIP1,80762
ENSG00000131508,UBE2D2,7322
ENSG00000131732,ZCCHC9,84240
ENSG00000132563,REEP2,51308
ENSG00000132570,PCBD2,84105
ENSG00000132912,DCTN4,51164
ENSG00000133302,SLF1,84250
ENSG00000133706,LARS1,51520
ENSG00000133835,HSD17B4,3295
ENSG00000134480,CCNH,902
ENSG00000134516,DOCK2,1794
ENSG00000134970,TMED7,51014
ENSG00000134982,APC,324
ENSG00000134986,NREP,9315
ENSG00000134987,WDR36,134430
ENSG00000135074,ADAM19,8728
ENSG00000135077,HAVCR2,84868
ENSG00000135083,CCNJL,79616
ENSG00000137210,TMEM14B,81853
ENSG00000137265,IRF4,3662
ENSG00000137266,SLC22A23,63027
ENSG00000137267,TUBB2A,7280
ENSG00000137274,BPHL,670
ENSG00000137275,RIPK1,8737
ENSG00000137285,TUBB2B,347733
ENSG00000138829,FBN2,2201
ENSG00000145687,SSBP2,23635
ENSG00000145715,RASA1,5921
ENSG00000145723,GIN1,54826
ENSG00000145725,PPIP5K2,23262
ENSG00000145730,PAM,5066
ENSG00000145743,FBXL17,64839
ENSG00000145779,TNFAIP8,25816
ENSG00000145780,FEM1C,56929
ENSG00000145781,COMMD10,51397
ENSG00000145782,ATG12,9140
ENSG00000145817,YIPF5,81555
ENSG00000145819,ARHGAP26,23092
ENSG00000145824,CXCL14,9547
ENSG00000145833,DDX46,9879
ENSG00000145850,TIMD4,91937
ENSG00000145860,RNF145,153830
ENSG00000145868,FBXO38,81545
ENSG00000145882,PCYOX1L,78991
ENSG00000145901,TNIP1,10318
ENSG00000145907,G3BP1,10146
ENSG00000145908,ZNF300,91975
ENSG00000145911,N4BP3,23138
ENSG00000145912,NHP2,55651
ENSG00000145916,RMND5B,64777
ENSG00000145919,BOD1,91272
ENSG00000145936,KCNMB1,3779
