Gene stable ID,Gene name,NCBI gene ID
ENSG00000002016,RAD52,5893
ENSG00000003056,M6PR,4074
ENSG00000004478,FKBP4,2288
ENSG00000006831,ADIPOR2,79602
ENSG00000010219,DYRK4,8798
ENSG00000010278,CD9,928
ENSG00000010292,NCAPD2,9918
ENSG00000010295,IFFO1,25900
ENSG00000010610,CD4,920
ENSG00000010626,LRRC23,10233
ENSG00000011105,TSPAN9,10867
ENSG00000013583,HEBP1,50865
ENSG00000019102,VSIG2,23584
ENSG00000019144,PHLDB1,23187
ENSG00000020922,MRE11,4361
ENSG00000021300,PLEKHB1,58473
ENSG00000023171,GRAMD1B,57476
ENSG00000023445,BIRC3,330
ENSG00000033327,GAB2,9846
ENSG00000042429,MED17,9440
ENSG00000047621,C12orf4,57102
ENSG00000048028,USP28,57646
ENSG00000048649,RSF1,51773
ENSG00000053702,NRIP2,83714
ENSG00000054965,FAM168A,23201
ENSG00000054967,RELT,84957
ENSG00000059804,SLC2A3,6515
ENSG00000060138,YBX3,8531
ENSG00000060140,STYK1,55359
ENSG00000060237,WNK1,65125
ENSG00000062282,DGAT2,84649
ENSG00000065970,FOXJ2,55810
ENSG00000067182,TNFRSF1A,7132
ENSG00000069493,CLEC2D,29121
ENSG00000070018,LRP6,4040
ENSG00000073614,KDM5A,5927
ENSG00000073921,PICALM,8301
ENSG00000074201,CLNS1A,1207
ENSG00000074266,EED,8726
ENSG00000075239,ACAT1,38
ENSG00000076043,REXO2,25996
ENSG00000076053,RBM7,10179
ENSG00000076706,MCAM,4162
ENSG00000077458,FAM76B,143684
ENSG00000077514,POLD3,10714
ENSG00000078124,ACER3,55331
ENSG00000078237,TIGAR,57103
ENSG00000078246,TULP3,7289
ENSG00000082805,ERC1,23085
ENSG00000084234,APLP2,334
ENSG00000084444,FAM234B,57613
ENSG00000084463,WBP11,51729
ENSG00000085741,WNT11,7481
ENSG00000086827,ZW10,9183
ENSG00000086848,ALG9,79796
ENSG00000087053,MTMR2,8898
ENSG00000087884,AAMDC,28971
ENSG00000089692,LAG3,3902
ENSG00000089693,MLF2,8079
ENSG00000089818,NECAP1,25977
ENSG00000095139,ARCN1,372
ENSG00000109846,CRYAB,1410
ENSG00000109861,CTSC,1075
ENSG00000109906,ZBTB16,7704
ENSG00000109917,ZPR1,8882
ENSG00000109929,SC5D,6309
ENSG00000109943,CRTAM,56253
ENSG00000109944,JHY,79864
ENSG00000109956,B3GAT1,27087
ENSG00000109971,HSPA8,3312
ENSG00000110002,VWA5A,4013
ENSG00000110013,SIAE,54414
ENSG00000110060,PUS3,83480
ENSG00000110063,DCPS,28960
ENSG00000110074,FOXRED1,55572
ENSG00000110080,ST3GAL4,6484
ENSG00000110172,CHORDC1,26973
ENSG00000110203,FOLR3,2352
ENSG00000110218,PANX1,24145
ENSG00000110237,ARHGEF17,9828
ENSG00000110245,APOC3,345
ENSG00000110274,CEP164,22897
ENSG00000110324,IL10RA,3587
ENSG00000110330,BIRC2,329
ENSG00000110344,UBE4A,9354
ENSG00000110367,DDX6,1656
ENSG00000110395,CBL,867
ENSG00000110400,NECTIN1,5818
ENSG00000110660,SLC35F2,54733
ENSG00000110777,POU2AF1,5450
ENSG00000110799,VWF,7450
ENSG00000110811,P3H3,10536
ENSG00000110848,CD69,969
ENSG00000110852,CLEC2B,9976
ENSG00000111181,SLC6A12,6539
ENSG00000111186,WNT5B,81029
ENSG00000111196,MAGOHB,55110
ENSG00000111203,ITFG2,55846
ENSG00000111206,FOXM1,2305
ENSG00000111215,PRR4,5554
ENSG00000111215,PRR4,11272
ENSG00000111224,PARP11,57097
ENSG00000111247,RAD51AP1,10635
ENSG00000111261,MANSC1,54682
ENSG00000111266,DUSP16,80824
ENSG00000111269,CREBL2,1389
ENSG00000111276,CDKN1B,1027
ENSG00000111291,GPRC5D,55507
ENSG00000111319,SCNN1A,6337
ENSG00000111321,LTBR,4055
ENSG00000111341,MGP,4256
ENSG00000111348,ARHGDIB,397
ENSG00000111639,MRPL51,51258
ENSG00000111640,GAPDH,2597
ENSG00000111641,NOP2,4839
ENSG00000111642,CHD4,1108
ENSG00000111644,ACRBP,84519
ENSG00000111652,COPS7A,50813
ENSG00000111653,ING4,51147
ENSG00000111665,CDCA3,83461
ENSG00000111667,USP5,8078
ENSG00000111669,TPI1,7167
ENSG00000111671,SPSB2,84727
ENSG00000111674,ENO2,2026
ENSG00000111676,ATN1,1822
ENSG00000111678,C12orf57,113246
ENSG00000111679,PTPN6,5777
ENSG00000111684,LPCAT3,10162
ENSG00000111729,CLEC4A,50856
ENSG00000111752,PHC1,1911
ENSG00000111788,AC009533.1,
ENSG00000111796,KLRB1,3820
ENSG00000118058,KMT2A,4297
ENSG00000118096,IFT46,56912
ENSG00000118113,MMP8,4317
ENSG00000118137,APOA1,335
ENSG00000118181,RPS25,6230
ENSG00000118363,SPCS2,9789
ENSG00000118369,USP35,57558
ENSG00000118971,CCND2,894
ENSG00000120451,SNX19,399979
ENSG00000120458,MSANTD2,79684
ENSG00000120647,CCDC77,84318
ENSG00000121316,PLBD1,79887
ENSG00000123892,RAB38,23682
ENSG00000126746,ZNF384,171017
ENSG00000126749,EMG1,10436
ENSG00000130038,CRACR2A,84766
ENSG00000134531,EMP1,2012
ENSG00000134539,KLRD1,3824
ENSG00000134545,KLRC1,3821
ENSG00000134627,PIWIL4,143689
ENSG00000134909,ARHGAP32,9743
ENSG00000134910,STT3A,3703
ENSG00000134954,ETS1,2113
ENSG00000134955,SLC37A2,219855
ENSG00000137474,MYO7A,4647
ENSG00000137478,FCHSD2,9873
ENSG00000137486,ARRB1,408
ENSG00000137491,SLCO2B1,11309
ENSG00000137492,THAP12,5612
ENSG00000137494,ANKRD42,338699
ENSG00000137500,CCDC90B,60492
ENSG00000137501,SYTL2,54843
ENSG00000137502,RAB30,27314
ENSG00000137504,CREBZF,58487
ENSG00000137507,LRRC32,2615
ENSG00000137509,PRCP,5547
ENSG00000137513,NARS2,79731
ENSG00000137642,SORL1,6653
ENSG00000137656,BUD13,84811
ENSG00000137692,DCUN1D5,84259
ENSG00000137700,SLC37A4,2542
ENSG00000137710,RDX,5962
ENSG00000137713,PPP2R1B,5519
ENSG00000137714,FDX1,2230
ENSG00000137720,C11orf1,64776
ENSG00000137726,FXYD6,53826
ENSG00000137747,TMPRSS13,84000
ENSG00000137752,CASP1,834
ENSG00000137757,CASP5,838
ENSG00000137760,ALKBH8,91801
ENSG00000139044,B4GALNT3,283358
ENSG00000139053,PDE6H,5149
ENSG00000139055,ERP27,121506
ENSG00000139083,ETV6,2120
ENSG00000139112,GABARAPL1,23710
ENSG00000139178,C1RL,51279
ENSG00000139180,NDUFA9,4704
ENSG00000139182,CLSTN3,9746
ENSG00000139187,KLRG1,10219
ENSG00000139190,VAMP1,6843
ENSG00000139192,TAPBPL,55080
ENSG00000139193,CD27,939
ENSG00000139194,RBP5,83758
ENSG00000139197,PEX5,5830
ENSG00000139200,PIANP,196500
ENSG00000149196,HIKESHI,51501
ENSG00000149212,SESN3,143686
ENSG00000149218,ENDOD1,23052
ENSG00000149231,CCDC82,79780
ENSG00000149243,KLHL35,283212
ENSG00000149257,SERPINH1,871
ENSG00000149260,CAPN5,726
ENSG00000149262,INTS4,92105
ENSG00000149269,PAK1,5058
ENSG00000149273,RPS3,6188
ENSG00000149292,TTC12,54970
ENSG00000149294,NCAM1,4684
ENSG00000149308,NPAT,4863
ENSG00000149311,ATM,472
ENSG00000149313,AASDHPPT,60496
ENSG00000149328,GLB1L2,89944
ENSG00000149418,ST14,6768
ENSG00000149428,HYOU1,10525
ENSG00000149547,EI24,9538
ENSG00000149548,CCDC15,80071
ENSG00000149554,CHEK1,1111
ENSG00000149557,FEZ1,9638
ENSG00000149564,ESAM,90952
ENSG00000149573,MPZL2,10205
ENSG00000149577,SIDT2,51092
ENSG00000149582,TMEM25,84866
ENSG00000149591,TAGLN,6876
ENSG00000150045,KLRF1,51348
ENSG00000150048,CLEC1A,51267
ENSG00000150316,CWC15,51503
ENSG00000150433,TMEM218,219854
ENSG00000150455,TIRAP,114609
ENSG00000150687,PRSS23,11098
ENSG00000150768,DLAT,1737
ENSG00000150776,NKAPD1,55216
