Gene stable ID,Gene name,NCBI gene ID
ENSG00000021776,AQR,9716
ENSG00000028528,SNX1,6642
ENSG00000033800,PIAS1,8554
ENSG00000034053,APBA2,321
ENSG00000035664,DAPK2,23604
ENSG00000041357,PSMA4,5685
ENSG00000047346,FAM214A,56204
ENSG00000051180,RAD51,5888
ENSG00000062524,LTK,4058
ENSG00000064726,BTBD1,53339
ENSG00000066933,MYO9A,4649
ENSG00000067141,NEO1,4756
ENSG00000067221,STOML1,9399
ENSG00000067225,PKM,5315
ENSG00000067369,TP53BP1,7158
ENSG00000069667,RORA,6095
ENSG00000069869,NEDD4,4734
ENSG00000069943,PIGB,9488
ENSG00000069956,MAPK6,5597
ENSG00000069966,GNB5,10681
ENSG00000069974,RAB27A,5873
ENSG00000073417,PDE8A,5151
ENSG00000074410,CA12,771
ENSG00000074603,DPP8,54878
ENSG00000074621,SLC24A1,9187
ENSG00000074696,HACD3,51495
ENSG00000075131,TIPIN,54962
ENSG00000081014,AP4E1,23431
ENSG00000086666,ZFAND6,54469
ENSG00000090470,PDCD7,10081
ENSG00000090487,SPG21,51324
ENSG00000092439,TRPM7,54822
ENSG00000092470,WDR76,79968
ENSG00000092529,CAPN3,825
ENSG00000092531,SNAP23,8773
ENSG00000103569,AQP9,366
ENSG00000103591,AAGAB,79719
ENSG00000103642,LACTB,114294
ENSG00000103647,CORO2B,10391
ENSG00000103653,CSK,1445
ENSG00000103657,HERC1,8925
ENSG00000103671,TRIP4,9325
ENSG00000103707,MTFMT,123263
ENSG00000103723,AP3B2,8120
ENSG00000103769,RAB11A,8766
ENSG00000103811,CTSH,1512
ENSG00000103876,FAH,2184
ENSG00000103932,RPAP1,26015
ENSG00000103942,HOMER2,9455
ENSG00000103966,EHD4,30844
ENSG00000103978,TMEM87A,25963
ENSG00000103994,ZNF106,64397
ENSG00000103995,CEP152,22995
ENSG00000104043,ATP8B4,79895
ENSG00000104047,DTWD1,56986
ENSG00000104064,GABPB1,2553
ENSG00000104081,BMF,90427
ENSG00000104093,DMXL2,23312
ENSG00000104129,DNAJC17,55192
ENSG00000104131,EIF3J,8669
ENSG00000104133,SPG11,80208
ENSG00000104142,VPS18,57617
ENSG00000104147,OIP5,11339
ENSG00000104154,SLC30A4,7782
ENSG00000104164,BLOC1S6,26258
ENSG00000104177,MYEF2,50804
ENSG00000114062,UBE3A,7337
ENSG00000117899,MESD,23184
ENSG00000117906,RCN2,5955
ENSG00000128463,EMC4,51234
ENSG00000128731,HERC2,8924
ENSG00000128739,SNRPN,6638
ENSG00000128829,EIF2AK4,440275
ENSG00000128872,TMOD2,29767
ENSG00000128881,TTBK2,146057
ENSG00000128886,ELL3,80237
ENSG00000128891,CCDC32,90416
ENSG00000128908,INO80,54617
ENSG00000128915,ICE2,79664
ENSG00000128918,ALDH1A2,8854
ENSG00000128923,MINDY2,54629
ENSG00000128928,IVD,3712
ENSG00000128944,KNSTRN,90417
ENSG00000128951,DUT,1854
ENSG00000128965,CHAC1,79094
ENSG00000128973,CLN6,54982
ENSG00000128989,ARPP19,10776
ENSG00000129003,VPS13C,54832
ENSG00000129007,CALML4,91860
ENSG00000129038,LOXL1,4016
ENSG00000134146,DPH6,89978
ENSG00000134152,KATNBL1,79768
ENSG00000134153,EMC7,56851
ENSG00000136371,MTHFS,10588
ENSG00000136379,ABHD17C,58489
ENSG00000136381,IREB2,3658
ENSG00000136383,ALPK3,57538
ENSG00000136404,TM6SF1,53346
ENSG00000136425,CIB2,10518
ENSG00000137764,MAP2K5,5607
ENSG00000137767,SQOR,58472
ENSG00000137770,CTDSPL2,51496
ENSG00000137776,SLTM,79811
ENSG00000137801,THBS1,7057
ENSG00000137802,MAPKBP1,23005
ENSG00000137804,NUSAP1,51203
ENSG00000137806,NDUFAF1,51103
ENSG00000137807,KIF23,9493
ENSG00000137814,HAUS2,55142
ENSG00000137815,RTF1,23168
ENSG00000137817,PARP6,56965
ENSG00000137818,RPLP1,6176
ENSG00000137822,TUBGCP4,27229
ENSG00000137824,RMDN3,55177
ENSG00000137831,UACA,55075
ENSG00000137841,PLCB2,5330
ENSG00000137842,TMEM62,80021
ENSG00000137843,PAK6,56924
ENSG00000137843,PAK6,106821730
ENSG00000137845,ADAM10,102
ENSG00000137871,ZNF280D,54816
ENSG00000137876,RSL24D1,51187
ENSG00000137877,SPTBN5,51332
ENSG00000137878,GCOM1,145781
ENSG00000137880,GCHFR,2644
ENSG00000138592,USP8,9101
ENSG00000138593,SECISBP2L,9728
ENSG00000138594,TMOD3,29766
ENSG00000138594,TMOD3,112268148
ENSG00000138600,SPPL2A,84888
ENSG00000138604,GLCE,26035
ENSG00000138606,SHF,90525
ENSG00000138613,APH1B,83464
ENSG00000138614,INTS14,81556
ENSG00000138615,CILP,8483
ENSG00000138617,PARP16,54956
ENSG00000138621,PPCDC,60490
ENSG00000138623,SEMA7A,8482
ENSG00000138629,UBL7,84993
ENSG00000140157,NIPA2,81614
ENSG00000140199,SLC12A6,9990
ENSG00000140259,MFAP1,4236
ENSG00000140262,TCF12,6938
ENSG00000140263,SORD,6652
ENSG00000140264,SERF2,10169
ENSG00000140265,ZSCAN29,146050
ENSG00000140280,LYSMD2,256586
ENSG00000140284,SLC27A2,11001
ENSG00000140287,HDC,3067
ENSG00000140299,BNIP2,663
ENSG00000140307,GTF2A2,2958
ENSG00000140319,SRP14,6727
ENSG00000140320,BAHD1,22893
ENSG00000140326,CDAN1,146059
ENSG00000140332,TLE3,7090
ENSG00000140350,ANP32A,8125
ENSG00000140365,COMMD4,54939
ENSG00000140367,UBE2Q2,92912
ENSG00000140368,PSTPIP1,9051
ENSG00000140374,ETFA,2108
ENSG00000140379,BCL2A1,597
ENSG00000140382,HMG20A,10363
ENSG00000140386,SCAPER,49855
ENSG00000140391,TSPAN3,10099
ENSG00000140395,WDR61,80349
ENSG00000140398,NEIL1,79661
ENSG00000140400,MAN2C1,4123
ENSG00000140403,DNAJA4,55466
ENSG00000140406,TLNRD1,59274
ENSG00000140416,TPM1,7168
ENSG00000140451,PIF1,80119
ENSG00000140455,USP3,9960
ENSG00000140463,BBS4,585
ENSG00000140464,PML,5371
ENSG00000140474,AC091230.1,25989
ENSG00000140488,CELF6,60677
ENSG00000140497,SCAMP2,10066
ENSG00000140543,DET1,55070
ENSG00000140598,EFL1,79631
ENSG00000140612,SEC11A,23478
ENSG00000156206,CFAP161,161502
ENSG00000156232,WHAMM,123720
ENSG00000156642,NPTN,27020
ENSG00000156958,GALK2,2585
ENSG00000156970,BUB1B,701
ENSG00000157450,RNF111,54778
