Gene stable ID,Gene name,NCBI gene ID
ENSG00000004776,HSPB6,126393
ENSG00000004777,ARHGAP33,115703
ENSG00000005007,UPF1,5976
ENSG00000006015,REX1BD,55049
ENSG00000006016,CRLF1,9244
ENSG00000006712,PAF1,54623
ENSG00000007080,CCDC124,115098
ENSG00000007129,CEACAM21,90273
ENSG00000008441,NFIX,4784
ENSG00000011243,AKAP8L,26993
ENSG00000011451,WIZ,58525
ENSG00000011590,ZBTB32,27033
ENSG00000011600,TYROBP,7305
ENSG00000012124,CD22,933
ENSG00000013275,PSMC4,5704
ENSG00000028277,POU2F2,5452
ENSG00000037757,MRI1,84245
ENSG00000051128,HOMER3,9454
ENSG00000053501,USE1,55850
ENSG00000063322,MED29,55588
ENSG00000064490,RFXANK,8625
ENSG00000064545,TMEM161A,54929
ENSG00000064547,LPAR2,9170
ENSG00000064607,SUGP2,10147
ENSG00000068903,SIRT2,22933
ENSG00000072062,PRKACA,5566
ENSG00000072071,ADGRL1,22859
ENSG00000072954,TMEM38A,79041
ENSG00000072958,AP1M1,8907
ENSG00000074181,NOTCH3,4854
ENSG00000074855,ANO8,57719
ENSG00000075702,WDR62,284403
ENSG00000076650,GPATCH1,55094
ENSG00000076928,ARHGEF1,9138
ENSG00000077312,SNRPA,6626
ENSG00000077348,EXOSC5,56915
ENSG00000079385,CEACAM1,634
ENSG00000079432,CIC,23152
ENSG00000079435,LIPE,3991
ENSG00000079462,PAFAH1B3,5050
ENSG00000081665,ZNF506,440515
ENSG00000085872,CHERP,10523
ENSG00000086544,ITPKC,80271
ENSG00000086548,CEACAM6,4680
ENSG00000089327,FXYD5,53827
ENSG00000089335,ZNF302,55900
ENSG00000089351,GRAMD1A,57655
ENSG00000089639,GMIP,51291
ENSG00000090006,LTBP4,8425
ENSG00000090013,BLVRB,645
ENSG00000090924,PLEKHG2,64857
ENSG00000095059,DHPS,1725
ENSG00000095066,HOOK2,29911
ENSG00000096996,IL12RB1,3594
ENSG00000099308,MAST3,23031
ENSG00000099330,OCEL1,79629
ENSG00000099331,MYO9B,4650
ENSG00000099337,KCNK6,9424
ENSG00000099338,CATSPERG,57828
ENSG00000099341,PSMD8,5714
ENSG00000099795,NDUFB7,4713
ENSG00000099797,TECR,9524
ENSG00000102575,ACP5,54
ENSG00000104774,MAN2B1,4125
ENSG00000104814,MAP4K1,11184
ENSG00000104823,ECH1,1891
ENSG00000104824,HNRNPL,3191
ENSG00000104825,NFKBIB,4793
ENSG00000104835,SARS2,54938
ENSG00000104889,RNASEH2A,10535
ENSG00000104903,LYL1,4066
ENSG00000104907,TRMT1,55621
ENSG00000104915,STX10,8677
ENSG00000104957,CCDC130,81576
ENSG00000104979,C19orf53,28974
ENSG00000104998,IL27RA,9466
ENSG00000105011,ASF1B,55723
ENSG00000105058,FAM32A,26017
ENSG00000105072,C19orf44,84167
