Gene stable ID,Gene name,NCBI gene ID
ENSG00000002834,LASP1,3927
ENSG00000004139,SARM1,23098
ENSG00000004142,POLDIP2,26073
ENSG00000004975,DVL2,1856
ENSG00000005100,DHX33,56919
ENSG00000005102,MEOX1,4222
ENSG00000005156,LIG3,3980
ENSG00000006125,AP2B1,163
ENSG00000006695,COX10,1352
ENSG00000006744,ELAC2,60528
ENSG00000007202,KIAA0100,9703
ENSG00000007237,AC005747.1,8522
ENSG00000008838,MED24,9862
ENSG00000010244,ZNF207,7756
ENSG00000011295,TTC19,54902
ENSG00000012048,BRCA1,672
ENSG00000029725,RABEP1,9135
ENSG00000033627,ATP6V0A1,535
ENSG00000034152,MAP2K3,5606
ENSG00000037042,TUBG2,27175
ENSG00000040633,PHF23,79142
ENSG00000065559,MAP2K4,6416
ENSG00000067191,CACNB1,782
ENSG00000067596,DHX8,1659
ENSG00000068079,IFI35,3430
ENSG00000068120,COASY,80347
ENSG00000068137,PLEKHH3,79990
ENSG00000072134,EPN2,22905
ENSG00000072210,ALDH3A2,224
ENSG00000072310,SREBF1,6720
ENSG00000072778,ACADVL,37
ENSG00000072818,ACAP1,9744
ENSG00000072849,DERL2,51009
ENSG00000073536,NLE1,54475
ENSG00000073584,SMARCE1,6605
ENSG00000073605,GSDMB,55876
ENSG00000076351,SLC46A1,113235
ENSG00000076382,SPAG5,10615
ENSG00000076604,TRAF4,9618
ENSG00000083290,ULK2,9706
ENSG00000087095,NLK,51701
ENSG00000087111,PIGS,94005
ENSG00000091542,ALKBH5,54890
ENSG00000091592,NLRP1,22861
ENSG00000092871,RFFL,117584
ENSG00000094804,CDC6,990
ENSG00000108244,KRT23,25984
ENSG00000108256,NUFIP2,57532
ENSG00000108262,GIT1,28964
ENSG00000108298,RPL19,6143
ENSG00000108306,FBXL20,84961
ENSG00000108344,PSMD3,5709
ENSG00000108349,CASC3,22794
ENSG00000108352,RAPGEFL1,51195
ENSG00000108448,TRIM16L,147166
ENSG00000108474,PIGL,9487
ENSG00000108551,RASD1,51655
ENSG00000108557,RAI1,10743
ENSG00000108559,NUP88,4927
ENSG00000108561,C1QBP,708
ENSG00000108578,BLMH,642
ENSG00000108582,CPD,1362
ENSG00000108587,GOSR1,9527
ENSG00000108590,MED31,51003
ENSG00000108591,DRG2,1819
ENSG00000108599,AKAP10,11216
ENSG00000108651,UTP6,55813
ENSG00000108666,C17orf75,64149
ENSG00000108671,PSMD11,5717
ENSG00000108691,CCL2,6347
ENSG00000108733,PEX12,5193
ENSG00000108771,DHX58,79132
ENSG00000108773,KAT2A,2648
ENSG00000108774,RAB5C,5878
ENSG00000108784,NAGLU,4669
ENSG00000108785,HSD17B1P1,
ENSG00000108786,HSD17B1,3292
ENSG00000108788,MLX,6945
ENSG00000108797,CNTNAP1,8506
ENSG00000108799,EZH1,2145
ENSG00000108828,VAT1,10493
ENSG00000108839,ALOX12,239
ENSG00000108961,RANGRF,29098
ENSG00000109016,DHRS7B,25979
ENSG00000109046,WSB1,26118
ENSG00000109047,RCVRN,5957
ENSG00000109061,MYH1,4619
ENSG00000109063,MYH3,4621
ENSG00000109072,VTN,7448
ENSG00000109079,TNFAIP1,7126
ENSG00000109083,IFT20,90410
ENSG00000109084,TMEM97,27346
ENSG00000109099,PMP22,5376
ENSG00000109103,UNC119,9094
ENSG00000109107,ALDOC,230
ENSG00000109111,SUPT6H,6830
ENSG00000109113,RAB34,83871
ENSG00000109118,PHF12,57649
ENSG00000124422,USP22,23326
ENSG00000125430,HS3ST3B1,9953
ENSG00000125434,SLC25A35,399512
ENSG00000125686,MED1,5469
ENSG00000125691,RPL23,9349
ENSG00000126351,THRA,7067
ENSG00000126353,CCR7,1236
ENSG00000126368,NR1D1,9572
ENSG00000126561,STAT5A,6776
ENSG00000126581,BECN1,8678
ENSG00000126653,NSRP1,84081
ENSG00000126858,RHOT1,55288
ENSG00000126860,EVI2A,2123
ENSG00000126861,OMG,4974
ENSG00000126861,OMG,101927057
ENSG00000128438,TBC1D27P,
ENSG00000128482,RNF112,7732
ENSG00000128487,SPECC1,92521
ENSG00000129194,SOX15,6665
ENSG00000129195,PIMREG,54478
ENSG00000129197,RPAIN,84268
ENSG00000129226,CD68,968
ENSG00000129235,TXNDC17,84817
ENSG00000129244,ATP1B2,482
ENSG00000129245,FXR2,9513
ENSG00000129255,MPDU1,9526
ENSG00000131242,RAB11FIP4,84440
ENSG00000131462,TUBG1,7283
ENSG00000131467,PSME3,10197
ENSG00000131469,RPL27,6155
ENSG00000131470,PSMC3IP,29893
ENSG00000131471,AOC3,8639
ENSG00000131473,ACLY,47
ENSG00000131475,VPS25,84313
ENSG00000131477,RAMP2,10266
ENSG00000131480,AOC2,314
ENSG00000131747,TOP2A,7153
ENSG00000131748,STARD3,10948
ENSG00000131759,RARA,5914
ENSG00000131771,PPP1R1B,84152
ENSG00000131899,LLGL1,3996
ENSG00000132141,CCT6B,10693
ENSG00000132507,EIF5A,1984
ENSG00000132510,KDM6B,23135
ENSG00000132514,CLEC10A,10462
ENSG00000132522,GPS2,2874
ENSG00000132530,XAF1,54739
ENSG00000132535,DLG4,1742
ENSG00000132581,SDF2,6388
ENSG00000132589,FLOT2,2319
ENSG00000132591,ERAL1,26284
ENSG00000133026,MYH10,4628
ENSG00000133027,PEMT,10400
ENSG00000133028,SCO1,6341
ENSG00000133030,MPRIP,23164
ENSG00000141026,MED9,55090
ENSG00000141027,NCOR1,9611
ENSG00000141028,CDRT15P1,
ENSG00000141030,COPS3,8533
ENSG00000141034,GID4,79018
ENSG00000141040,ZNF287,57336
ENSG00000141068,KSR1,8844
ENSG00000141127,PRPSAP2,5636
ENSG00000141298,SSH2,85464
ENSG00000141499,WRAP53,55135
ENSG00000141504,SAT2,112483
ENSG00000141505,ASGR1,432
ENSG00000141506,PIK3R5,23533
ENSG00000141510,TP53,7157
ENSG00000141696,P3H4,10609
ENSG00000141698,NT5C3B,115024
ENSG00000141699,RETREG3,162427
ENSG00000141736,ERBB2,2064
ENSG00000141741,MIEN1,84299
ENSG00000141744,PNMT,5409
ENSG00000141753,IGFBP4,3487
ENSG00000141756,FKBP10,60681
ENSG00000154016,GRAP,10750
ENSG00000154025,SLC5A10,125206
ENSG00000154760,SLFN13,146857
ENSG00000154803,FLCN,201163
ENSG00000154957,ZNF18,7566
ENSG00000160551,TAOK1,57551
ENSG00000160602,NEK8,284086
ENSG00000161381,PLXDC1,57125
ENSG00000161395,PGAP3,93210
ENSG00000161405,IKZF3,22806
ENSG00000161929,SCIMP,388325
ENSG00000161944,ASGR2,433
ENSG00000161955,TNFSF13,8741
ENSG00000161956,SENP3,26168
ENSG00000161958,FGF11,2256
ENSG00000161960,EIF4A1,1973
ENSG00000161970,RPL26,6154
ENSG00000166482,MFAP4,4239
ENSG00000166484,MAPK7,5598
ENSG00000166579,NDEL1,81565
ENSG00000166582,CENPV,201161
ENSG00000166750,SLFN5,162394
ENSG00000167258,CDK12,51755
ENSG00000167524,RSKR,124923
ENSG00000167525,PROCA1,147011
ENSG00000167536,DHRS13,147015
ENSG00000167543,TP53I13,90313
ENSG00000167549,CORO6,84940
ENSG00000167842,MIS12,79003
ENSG00000167874,TMEM88,92162
ENSG00000167920,TMEM99,
ENSG00000167925,GHDC,84514
ENSG00000168256,NKIRAS2,28511
ENSG00000168259,DNAJC7,7266
ENSG00000168610,STAT3,6774
ENSG00000168792,ABHD15,116236
ENSG00000168961,LGALS9,3965
ENSG00000169992,NLGN2,57555
ENSG00000170004,CHD3,1107
ENSG00000170037,CNTROB,116840
ENSG00000170043,TRAPPC1,58485
ENSG00000170049,KCNAB3,9196
ENSG00000170175,CHRNB1,1140
ENSG00000170222,ADPRM,56985
ENSG00000170291,ELP5,23587
ENSG00000170296,GABARAP,11337
ENSG00000170298,LGALS9B,284194
ENSG00000170310,STX8,9482
ENSG00000170315,UBB,7314
ENSG00000170425,ADORA2B,136
ENSG00000171345,KRT19,3880
ENSG00000171401,KRT13,3860
ENSG00000171475,WIPF2,147179
ENSG00000171916,LGALS9C,654346
ENSG00000171928,TVP23B,51030
ENSG00000171953,ATPAF2,91647
ENSG00000172057,ORMDL3,94103
ENSG00000172123,SLFN12,55106
ENSG00000172171,TEFM,79736
ENSG00000172301,COPRS,55352
ENSG00000172716,SLFN11,91607
ENSG00000173065,FAM222B,55731
ENSG00000173757,STAT5B,6777
ENSG00000173786,CNP,1267
ENSG00000173801,JUP,3728
ENSG00000173812,EIF1,10209
ENSG00000173991,TCAP,8557
ENSG00000174282,ZBTB4,57659
ENSG00000174292,TNK1,8711
ENSG00000174326,SLC16A11,162515
