Gene stable ID,Gene name,NCBI gene ID
ENSG00000003393,ALS2,57679
ENSG00000003400,CASP10,843
ENSG00000003402,CFLAR,8837
ENSG00000003436,TFPI,7035
ENSG00000006607,FARP2,9855
ENSG00000008226,DLEC1,9940
ENSG00000008324,SS18L2,51188
ENSG00000010282,HHATL,57467
ENSG00000013441,CLK1,1195
ENSG00000018280,SLC11A1,6556
ENSG00000018510,AGPS,8540
ENSG00000023228,NDUFS1,4719
ENSG00000030419,IKZF2,22807
ENSG00000033867,SLC4A7,9497
ENSG00000036257,CUL3,8452
ENSG00000054356,PTPRN,5798
ENSG00000055044,NOP58,51602
ENSG00000060971,ACAA1,30
ENSG00000063660,GPC1,2817
ENSG00000064012,CASP8,841
ENSG00000064933,PMS1,5378
ENSG00000064989,CALCRL,10203
ENSG00000065413,ANKRD44,91526
ENSG00000065548,ZC3H15,55854
ENSG00000065802,ASB1,51665
ENSG00000067066,SP100,6672
ENSG00000068024,HDAC4,9759
ENSG00000070950,RAD18,56852
ENSG00000071282,LMCD1,29995
ENSG00000072195,SPEG,10290
ENSG00000072756,TRNT1,51095
ENSG00000074582,BCS1L,617
ENSG00000075975,MKRN2,23609
ENSG00000076242,MLH1,4292
ENSG00000077044,DGKD,8527
ENSG00000077097,TOP2B,7155
ENSG00000077232,DNAJC10,54431
ENSG00000079246,XRCC5,7520
ENSG00000079263,SP140,11262
ENSG00000079308,TNS1,7145
ENSG00000081320,STK17B,9262
ENSG00000082146,STRADB,55437
ENSG00000082153,BZW1,9689
ENSG00000085449,WDFY1,57590
ENSG00000085978,ATG16L1,55054
ENSG00000085982,USP40,55230
ENSG00000088726,TMEM40,55287
ENSG00000091317,CMTM6,54918
ENSG00000093167,LRRFIP2,9209
ENSG00000093183,SEC22C,9117
ENSG00000113851,CRBN,51185
ENSG00000114026,OGG1,4968
ENSG00000114166,KAT2B,8850
ENSG00000114742,WDR48,57599
ENSG00000114745,GORASP1,64689
ENSG00000114784,EIF1B,10289
ENSG00000114812,VIPR1,7433
ENSG00000114853,ZBTB47,92999
ENSG00000114857,NKTR,4820
ENSG00000114933,INO80D,54891
ENSG00000114942,EEF1B2,1933
ENSG00000115009,CCL20,6364
ENSG00000115020,PIKFYVE,200576
ENSG00000115053,NCL,4691
ENSG00000115232,ITGA4,3676
ENSG00000115365,LANCL1,10314
ENSG00000115368,WDR75,84128
ENSG00000115414,FN1,2335
ENSG00000115415,STAT1,6772
ENSG00000115419,GLS,2744
ENSG00000115425,PECR,55825
ENSG00000115457,IGFBP2,3485
ENSG00000115461,IGFBP5,3488
ENSG00000115468,EFHD1,80303
ENSG00000115520,COQ10B,80219
ENSG00000115524,SF3B1,23451
ENSG00000115540,MOB4,25843
ENSG00000115541,HSPE1,3336
ENSG00000115556,PLCD4,84812
ENSG00000115568,ZNF142,7701
ENSG00000115649,CNPPD1,27013
ENSG00000115657,ABCB6,10058
ENSG00000115661,STK16,8576
ENSG00000115677,HDLBP,3069
ENSG00000115685,PPP1R7,5510
ENSG00000115687,PASK,23178
ENSG00000115694,STK25,10494
ENSG00000115896,PLCL1,5334
ENSG00000115935,WIPF1,7456
ENSG00000115942,ORC2,4999
ENSG00000115966,ATF2,1386
ENSG00000115993,TRAK2,66008
ENSG00000116030,SUMO1,7341
ENSG00000116044,NFE2L2,4780
ENSG00000116095,PLEKHA3,65977
ENSG00000116106,EPHA4,2043
ENSG00000116120,FARSB,10056
ENSG00000118242,MREG,55686
ENSG00000118246,FASTKD2,22868
ENSG00000118260,CREB1,1385
ENSG00000118263,KLF7,8609
ENSG00000119004,CYP20A1,57404
ENSG00000119013,NDUFB3,4709
ENSG00000119041,GTF3C3,9330
ENSG00000122085,MTERF4,130916
ENSG00000123485,HJURP,55355
ENSG00000123983,ACSL3,2181
ENSG00000123989,CHPF,79586
ENSG00000123992,DNPEP,23549
ENSG00000124019,FAM124B,79843
ENSG00000124831,LRRFIP1,9208
ENSG00000125037,EMC3,55831
ENSG00000127824,TUBA4A,7277
ENSG00000127831,VIL1,7429
ENSG00000127837,AAMP,14
ENSG00000127838,PNKD,25953
ENSG00000128641,MYO1B,4430
ENSG00000128654,MTX2,10651
ENSG00000128656,CHN1,1123
ENSG00000128694,OSGEPL1,64172
ENSG00000128699,ORMDL1,94101
ENSG00000129810,SGO1,151648
ENSG00000130414,NDUFA10,4705
ENSG00000131368,MRPS25,64432
ENSG00000131370,SH3BP5,9467
ENSG00000131373,HACL1,26061
ENSG00000131374,TBC1D5,9779
ENSG00000131375,CAPN7,23473
ENSG00000131378,RFTN1,23180
ENSG00000131381,RBSN,64145
ENSG00000131389,SLC6A6,6533
ENSG00000132155,RAF1,5894
ENSG00000132170,PPARG,5468
ENSG00000132182,NUP210,23225
ENSG00000132323,ILKAP,80895
ENSG00000132326,PER2,8864
ENSG00000132329,RAMP1,10267
ENSG00000132330,SCLY,51540
ENSG00000132967,HMGB1P5,
ENSG00000134070,IRAK2,3656
ENSG00000134072,CAMK1,8536
ENSG00000134077,THUMPD3,25917
ENSG00000134086,VHL,7428
ENSG00000134107,BHLHE40,8553
ENSG00000134108,ARL8B,55207
ENSG00000134109,EDEM1,9695
ENSG00000135898,GPR55,9290
ENSG00000135899,SP110,3431
ENSG00000135900,MRPL44,65080
ENSG00000135905,DOCK10,55619
ENSG00000135912,TTLL4,9654
ENSG00000135913,USP37,57695
ENSG00000135916,ITM2C,81618
ENSG00000135919,SERPINE2,5270
ENSG00000135924,DNAJB2,3300
ENSG00000135925,WNT10A,80326
ENSG00000135926,TMBIM1,64114
ENSG00000135929,CYP27A1,1593
ENSG00000135930,EIF4E2,9470
ENSG00000135932,CAB39,51719
ENSG00000136059,VILL,50853
ENSG00000138363,ATIC,471
ENSG00000138375,SMARCAL1,50485
ENSG00000138376,BARD1,580
ENSG00000138378,STAT4,6775
ENSG00000138380,CARF,79800
ENSG00000138381,ASNSD1,54529
ENSG00000138386,NAB1,4664
ENSG00000138411,HECW2,57520
ENSG00000138413,IDH1,3417
ENSG00000138434,ITPRID2,6744
ENSG00000138439,FAM117B,150864
ENSG00000138442,WDR12,55759
ENSG00000138443,ABI2,10152
ENSG00000138448,ITGAV,3685
ENSG00000138449,SLC40A1,30061
ENSG00000142327,RNPEPL1,57140
ENSG00000142330,CAPN10,11132
ENSG00000144320,LNPK,80856
ENSG00000144381,HSPD1,3329
ENSG00000144401,METTL21A,151194
ENSG00000144445,KANSL1L,151050
ENSG00000144455,SUMF1,285362
ENSG00000144468,RHBDD1,84236
ENSG00000144476,ACKR3,57007
ENSG00000144485,HES6,55502
ENSG00000144504,ANKMY1,51281
ENSG00000144524,COPS7B,64708
ENSG00000144535,DIS3L2,129563
ENSG00000144554,FANCD2,2177
ENSG00000144559,TAMM41,132001
ENSG00000144560,VGLL4,9686
ENSG00000144566,RAB5A,5868
ENSG00000144567,RETREG2,79137
ENSG00000144579,CTDSP1,58190
