Gene stable ID,Gene name,NCBI gene ID
ENSG00000005801,ZNF195,7748
ENSG00000014919,COX15,1355
ENSG00000019995,ZRANB1,54764
ENSG00000021762,OSBPL5,114879
ENSG00000023041,ZDHHC6,64429
ENSG00000023191,RNH1,6050
ENSG00000023839,ABCC2,1244
ENSG00000026103,FAS,355
ENSG00000035403,VCL,7414
ENSG00000042286,AIFM2,84883
ENSG00000052749,RRP12,23223
ENSG00000053918,KCNQ1,3784
ENSG00000055950,MRPL43,84545
ENSG00000059573,ALDH18A1,5832
ENSG00000059915,PSD,5662
ENSG00000060339,CCAR1,55749
ENSG00000062650,WAPL,23063
ENSG00000064201,TSPAN32,10077
ENSG00000065154,OAT,4942
ENSG00000065613,SLK,9748
ENSG00000065618,COL17A1,1308
ENSG00000065621,GSTO2,119391
ENSG00000068383,INPP5A,3632
ENSG00000069696,DRD4,1815
ENSG00000070047,PHRF1,57661
ENSG00000075826,SEC31B,25956
ENSG00000076685,NT5C2,22978
ENSG00000077147,TM9SF3,56889
ENSG00000077150,NFKB2,4791
ENSG00000078902,TOLLIP,54472
ENSG00000079332,SAR1A,56681
ENSG00000079393,DUSP13,51207
ENSG00000089876,DHX32,55760
ENSG00000095485,CWF19L1,55280
ENSG00000095539,SEMA4G,57715
ENSG00000095564,BTAF1,9044
ENSG00000095574,IKZF5,64376
ENSG00000095585,BLNK,29760
ENSG00000095637,SORBS1,10580
ENSG00000096717,SIRT1,23411
ENSG00000096746,HNRNPH3,3189
ENSG00000099194,SCD,6319
ENSG00000099204,ABLIM1,3983
ENSG00000099282,TSPAN15,23555
ENSG00000099284,MACROH2A2,55506
ENSG00000099849,RASSF7,8045
ENSG00000105988,NHP2P1,
ENSG00000107438,PDLIM1,9124
ENSG00000107443,CCNJ,54619
ENSG00000107521,HPS1,3257
ENSG00000107554,DNMBP,23268
ENSG00000107560,RAB11FIP2,22841
ENSG00000107566,ERLIN1,10613
ENSG00000107581,EIF3A,8661
ENSG00000107625,DDX50,79009
ENSG00000107651,SEC23IP,11196
ENSG00000107669,ATE1,11101
ENSG00000107672,NSMCE4A,54780
ENSG00000107679,PLEKHA1,59338
ENSG00000107719,PALD1,27143
ENSG00000107736,CDH23,64072
ENSG00000107738,VSIR,64115
ENSG00000107742,SPOCK2,9806
ENSG00000107745,MICU1,10367
ENSG00000107758,PPP3CB,5532
ENSG00000107771,CCSER2,54462
ENSG00000107789,MINPP1,9562
ENSG00000107796,ACTA2,59
ENSG00000107798,LIPA,3988
ENSG00000107815,TWNK,56652
ENSG00000107816,LZTS2,84445
ENSG00000107819,SFXN3,81855
ENSG00000107829,FBXW4,6468
ENSG00000107833,NPM3,10360
ENSG00000107854,TNKS2,80351
ENSG00000107862,GBF1,8729
ENSG00000107864,CPEB3,22849
ENSG00000107872,FBXL15,79176
ENSG00000107874,CUEDC2,79004
ENSG00000107882,SUFU,51684
ENSG00000107902,LHPP,64077
ENSG00000107938,EDRF1,26098
ENSG00000107949,BCCIP,56647
ENSG00000107954,NEURL1,9148
ENSG00000107957,SH3PXD2A,9644
ENSG00000107960,STN1,79991
ENSG00000108010,GLRX3,10539
ENSG00000108039,XPNPEP1,7511
ENSG00000108055,SMC3,9126
ENSG00000108061,SHOC2,8036
