Gene stable ID,Gene name,NCBI gene ID
ENSG00000001084,GCLC,2729
ENSG00000001167,NFYA,4800
ENSG00000001561,ENPP4,22875
ENSG00000007866,TEAD3,7005
ENSG00000007944,MYLIP,29116
ENSG00000008083,JARID2,3720
ENSG00000010017,RANBP9,10048
ENSG00000010030,ETV7,51513
ENSG00000010704,HFE,3077
ENSG00000012660,ELOVL5,60481
ENSG00000023892,DEF6,50619
ENSG00000024048,UBR2,23304
ENSG00000026950,BTN3A1,11119
ENSG00000030110,BAK1,578
ENSG00000031691,CENPQ,55166
ENSG00000044090,CUL7,9820
ENSG00000047579,DTNBP1,84062
ENSG00000048544,MRPS10,55173
ENSG00000050393,MCUR1,63933
ENSG00000064995,TAF11,6882
ENSG00000064999,ANKS1A,23294
ENSG00000065029,ZNF76,7629
ENSG00000065060,UHRF1BP1,54887
ENSG00000065308,TRAM2,9697
ENSG00000065491,TBC1D22B,55633
ENSG00000066379,ZNRD1,30834
ENSG00000078401,EDN1,1906
ENSG00000079691,CARMIL1,55604
ENSG00000080007,DDX43,55510
ENSG00000082269,FAM135A,57579
ENSG00000095951,HIVEP1,3096
ENSG00000095970,TREM2,54209
ENSG00000096006,CRISP3,10321
ENSG00000096060,FKBP5,2289
ENSG00000096063,SRPK1,6732
ENSG00000096070,BRPF3,27154
ENSG00000096080,MRPS18A,55168
ENSG00000096088,PGC,5225
ENSG00000096092,TMEM14A,28978
ENSG00000096093,EFHC1,114327
ENSG00000096384,HSP90AB1,3326
ENSG00000096401,CDC5L,988
ENSG00000096433,ITPR3,3710
ENSG00000096654,ZNF184,7738
ENSG00000111801,BTN3A3,10384
ENSG00000111802,TDP2,51567
ENSG00000111913,RIPOR2,9750
ENSG00000112033,PPARD,5467
ENSG00000112039,FANCE,2178
ENSG00000112053,SLC26A8,116369
ENSG00000112062,MAPK14,1432
ENSG00000112077,RHAG,6005
ENSG00000112078,KCTD20,222658
ENSG00000112079,STK38,11329
ENSG00000112081,SRSF3,6428
ENSG00000112118,MCM3,4172
ENSG00000112130,RNF8,9025
ENSG00000112137,PHACTR1,221692
ENSG00000112139,MDGA1,266727
ENSG00000112144,ICK,22858
ENSG00000112146,FBXO9,26268
ENSG00000112149,CD83,9308
ENSG00000112167,SAYSD1,55776
ENSG00000112195,TREML2,79865
ENSG00000112200,ZNF451,26036
ENSG00000112208,BAG2,9532
ENSG00000112212,TSPO2,222642
