Gene stable ID,Gene name,NCBI gene ID
ENSG00000002919,SNX11,29916
ENSG00000004897,CDC27,996
ENSG00000004939,SLC4A1,6521
ENSG00000005243,COPZ2,51226
ENSG00000005379,TSPOAP1,9256
ENSG00000005381,MPO,4353
ENSG00000005882,PDK2,5164
ENSG00000005884,ITGA3,3675
ENSG00000005961,ITGA2B,3674
ENSG00000006025,OSBPL7,114881
ENSG00000006062,MAP3K14,9020
ENSG00000006282,SPATA20,64847
ENSG00000007312,CD79B,974
ENSG00000008283,CYB561,1534
ENSG00000008294,SPAG9,9043
ENSG00000011028,MRC2,9902
ENSG00000011143,MKS1,54903
ENSG00000011258,MBTD1,54799
ENSG00000011260,UTP18,51096
ENSG00000013306,SLC25A39,51629
ENSG00000015532,XYLT2,64132
ENSG00000030582,GRN,2896
ENSG00000035862,TIMP2,7077
ENSG00000055483,AC022966.1,57602
ENSG00000062716,VMP1,81671
ENSG00000062725,APPBP2,10513
ENSG00000064300,NGFR,4804
ENSG00000068097,HEATR6,63897
ENSG00000068489,PRR11,55771
ENSG00000070495,JMJD6,23210
ENSG00000070526,ST6GALNAC1,55808
ENSG00000070540,WIPI1,55062
ENSG00000070731,ST6GALNAC2,10610
ENSG00000073350,LLGL2,3993
ENSG00000073861,TBX21,30009
ENSG00000073969,NSF,4905
ENSG00000078687,TNRC6C,57690
ENSG00000079134,THOC1,9984
ENSG00000080986,NDC80,10403
ENSG00000082641,NFE2L1,4779
ENSG00000087152,ATXN7L3,56970
ENSG00000087157,PGS1,9489
ENSG00000087191,PSMC5,5705
ENSG00000087995,METTL2A,339175
ENSG00000089685,BIRC5,332
ENSG00000091583,APOH,350
ENSG00000091947,TMEM101,84336
ENSG00000092929,UNC13D,201294
ENSG00000092931,MFSD11,79157
ENSG00000101557,USP14,9097
ENSG00000101574,METTL4,64863
ENSG00000101577,LPIN2,9663
ENSG00000101596,SMCHD1,23347
ENSG00000101605,MYOM1,8736
ENSG00000101608,MYL12A,10627
ENSG00000108309,RUNDC3A,10900
ENSG00000108312,UBTF,7343
ENSG00000108370,RGS9,8787
ENSG00000108384,RAD51C,5889
ENSG00000108387,SEPTIN4,5414
ENSG00000108389,MTMR4,9110
ENSG00000108395,TRIM37,4591
ENSG00000108406,DHX40,79665
ENSG00000108423,TUBD1,51174
ENSG00000108424,KPNB1,3837
ENSG00000108433,GOSR2,9570
ENSG00000108439,PNPO,55163
ENSG00000108443,RPS6KB1,6198
ENSG00000108465,CDK5RAP3,80279
ENSG00000108468,CBX1,10951
ENSG00000108469,RECQL5,9400
ENSG00000108479,GALK1,2584
ENSG00000108506,INTS2,57508
ENSG00000108510,MED13,9969
ENSG00000108588,CCDC47,57003
ENSG00000108592,FTSJ3,117246
ENSG00000108604,SMARCD2,6603
ENSG00000108622,ICAM2,3384
ENSG00000108639,SYNGR2,9144
ENSG00000108654,DDX5,1655
ENSG00000108669,CYTH1,9267
ENSG00000108679,LGALS3BP,3959
ENSG00000108798,ABI3,51225
ENSG00000108819,PPP1R9B,84687
ENSG00000108821,COL1A1,1277
ENSG00000108826,MRPL27,51264
ENSG00000108829,LRRC59,55379
ENSG00000108840,HDAC5,10014
ENSG00000108846,ABCC3,8714
ENSG00000108848,LUC7L3,51747
ENSG00000108854,SMURF2,64750
ENSG00000108861,DUSP3,1845
ENSG00000108883,EFTUD2,9343
ENSG00000108932,SLC16A6,9120
ENSG00000108946,PRKAR1A,5573
ENSG00000108950,FAM20A,54757
ENSG00000108960,MMD,23531
ENSG00000108984,MAP2K6,5608
ENSG00000109062,SLC9A3R1,9368
ENSG00000109065,NAT9,26151
ENSG00000109066,TMEM104,54868
ENSG00000118680,MYL12B,103910
ENSG00000120063,GNA13,10672
ENSG00000120071,KANSL1,284058
ENSG00000120093,HOXB3,3213
ENSG00000121053,EPX,8288
ENSG00000121057,AKAP1,8165
ENSG00000121058,COIL,8161
ENSG00000121060,TRIM25,7706
ENSG00000121064,SCPEP1,59342
ENSG00000121067,SPOP,8405
ENSG00000121073,SLC35B1,10237
ENSG00000121104,FAM117A,81558
ENSG00000123700,KCNJ2,3759
ENSG00000125319,HROB,78995
ENSG00000125445,MRPS7,51081
ENSG00000125447,GGA3,23163
ENSG00000125449,ARMC7,79637
ENSG00000125450,NUP85,79902
ENSG00000125454,SLC25A19,60386
ENSG00000125457,MIF4GD,57409
ENSG00000125458,NT5C,30833
ENSG00000129646,QRICH2,84074
ENSG00000129657,SEC14L1,6397
ENSG00000129667,RHBDF2,79651
ENSG00000129673,AANAT,15
