Gene stable ID,Gene name,NCBI gene ID
ENSG00000005206,SPPL2B,56928
ENSG00000006638,TBXA2R,6915
ENSG00000007264,MATK,4145
ENSG00000008382,MPND,84954
ENSG00000011132,APBA3,9546
ENSG00000011304,PTBP1,5725
ENSG00000017797,RALBP1,10928
ENSG00000031823,RANBP3,8498
ENSG00000032444,PNPLA6,10908
ENSG00000041353,RAB27B,5874
ENSG00000049759,NEDD4L,23327
ENSG00000060069,CTDP1,9150
ENSG00000060558,GNA15,2769
ENSG00000064666,CNN2,1265
ENSG00000064687,ABCA7,10347
ENSG00000064932,SBNO2,22904
ENSG00000064961,HMG20B,10362
ENSG00000065000,AP3D1,8943
ENSG00000065268,WDR18,57418
ENSG00000065717,TLE2,7089
ENSG00000065989,PDE4A,5141
ENSG00000066044,ELAVL1,1994
ENSG00000066926,FECH,2235
ENSG00000067900,ROCK1,6093
ENSG00000070404,FSTL3,10272
ENSG00000070423,RNF126,55658
ENSG00000071564,TCF3,6929
ENSG00000071626,DAZAP1,26528
ENSG00000071655,MBD3,53615
ENSG00000074657,ZNF532,55205
ENSG00000074695,LMAN1,3998
ENSG00000074842,MYDGF,56005
ENSG00000075336,TIMM21,29090
ENSG00000076662,ICAM3,3385
ENSG00000076924,XAB2,56949
ENSG00000076944,STXBP2,6813
ENSG00000076984,MAP2K7,5609
ENSG00000077463,SIRT6,51548
ENSG00000078043,PIAS2,9063
ENSG00000078142,PIK3C3,5289
ENSG00000079313,REXO1,57455
ENSG00000079805,DNM2,1785
ENSG00000079999,KEAP1,9817
ENSG00000080573,COL5A3,50509
ENSG00000081913,PHLPP1,23239
ENSG00000082212,ME2,4200
ENSG00000082397,EPB41L3,23136
ENSG00000085415,SEH1L,81929
ENSG00000087903,RFX2,5990
ENSG00000088247,KHSRP,8570
ENSG00000088256,GNA11,2767
ENSG00000089847,ANKRD24,170961
ENSG00000090339,ICAM1,3383
ENSG00000090659,CD209,30835
ENSG00000090661,CERS4,79603
ENSG00000090674,MCOLN1,57192
ENSG00000091157,WDR7,23335
ENSG00000091164,TXNL1,9352
ENSG00000095932,SMIM24,284422
ENSG00000099203,TMED1,11018
ENSG00000099622,CIRBP,1153
ENSG00000099624,ATP5F1D,513
ENSG00000099783,HNRNPM,4670
ENSG00000099785,MARCHF2,51257
ENSG00000099800,TIMM13,26517
ENSG00000099804,CDC34,997
ENSG00000099817,POLR2E,5434
ENSG00000099821,POLRMT,5442
ENSG00000099822,HCN2,610
ENSG00000099840,IZUMO4,113177
ENSG00000099860,GADD45B,4616
ENSG00000099864,PALM,5064
ENSG00000099866,MADCAM1,8174
ENSG00000099875,MKNK2,2872
ENSG00000101493,ZNF516,9658
ENSG00000101544,ADNP2,22850
ENSG00000101546,RBFA,79863
ENSG00000101558,VAPA,9218
ENSG00000101624,CEP76,79959
ENSG00000101639,CEP192,55125
ENSG00000101654,RNMT,8731
ENSG00000101665,SMAD7,4092
ENSG00000101695,RNF125,54941
ENSG00000101745,ANKRD12,23253
ENSG00000101751,POLI,11201
ENSG00000101752,MIB1,57534
ENSG00000101773,RBBP8,5932
ENSG00000101782,RIOK3,8780
ENSG00000104833,TUBB4A,10382
ENSG00000104880,ARHGEF18,23370
ENSG00000104883,PEX11G,92960
ENSG00000104885,DOT1L,84444
ENSG00000104886,PLEKHJ1,55111
ENSG00000104897,SF3A2,8175
ENSG00000104904,OAZ1,4946
ENSG00000104918,RETN,56729
ENSG00000104921,FCER2,2208
ENSG00000104964,TLE5,166
ENSG00000104969,SGTA,6449
ENSG00000104976,SNAPC2,6618
ENSG00000104980,TIMM44,10469
ENSG00000105088,OLFM2,93145
ENSG00000105229,PIAS4,51588
ENSG00000105246,EBI3,10148
ENSG00000105248,YJU2,55702
ENSG00000105255,FSD1,79187
ENSG00000105289,TJP3,27134
ENSG00000105298,CACTIN,58509
ENSG00000105325,FZR1,51343
ENSG00000105355,PLIN3,10226
ENSG00000105364,MRPL4,51073
ENSG00000105376,ICAM5,7087
ENSG00000105397,TYK2,7297
ENSG00000105401,CDC37,11140
ENSG00000105426,PTPRS,5802
ENSG00000105514,RAB3D,9545
ENSG00000105518,TMEM205,374882
ENSG00000105519,CAPS,828
ENSG00000105520,PLPPR2,64748
ENSG00000105556,MIER2,54531
ENSG00000115255,REEP6,92840
ENSG00000115257,PCSK4,54760
ENSG00000115268,RPS15,6209
ENSG00000115286,NDUFS7,374291
ENSG00000116014,KISS1R,84634
ENSG00000116017,ARID3A,1820
ENSG00000116032,GRIN3B,116444
ENSG00000118046,STK11,6794
ENSG00000118271,TTR,7276
ENSG00000119537,KDSR,2531
ENSG00000119541,VPS4B,9525
ENSG00000119559,C19orf25,148223
ENSG00000122490,SLC66A2,80148
ENSG00000125648,SLC25A23,79085
ENSG00000125650,PSPN,5623
ENSG00000125651,GTF2F1,2962
ENSG00000125652,ALKBH7,84266
ENSG00000125656,CLPP,8192
ENSG00000125657,TNFSF9,8744
ENSG00000125726,CD70,970
ENSG00000125730,C3,718
ENSG00000125731,SH2D3A,10045
ENSG00000125733,TRIP10,9322
ENSG00000125734,GPR108,56927
ENSG00000125735,TNFSF14,8740
ENSG00000125910,S1PR4,8698
ENSG00000125912,NCLN,56926
ENSG00000126934,MAP2K2,5605
ENSG00000127445,PIN1,5300
ENSG00000127452,FBXL12,54850
ENSG00000127540,UQCR11,10975
ENSG00000127616,SMARCA4,6597
ENSG00000127663,KDM4B,23030
ENSG00000127666,TICAM1,148022
ENSG00000128789,PSMG2,56984
ENSG00000128791,TWSG1,57045
ENSG00000129347,KRI1,65095
ENSG00000129351,ILF3,3609
ENSG00000129353,SLC44A2,57153
ENSG00000129354,AP1M2,10053
ENSG00000129355,CDKN2D,1032
ENSG00000129911,KLF16,83855
ENSG00000129932,DOHH,83475
ENSG00000129946,SHC2,25759
ENSG00000129951,PLPPR3,79948
ENSG00000129968,ABHD17A,81926
ENSG00000130005,GAMT,2593
ENSG00000130158,DOCK6,57572
ENSG00000130164,LDLR,3949
ENSG00000130167,TSPAN16,26526
ENSG00000130254,SAFB2,9667
ENSG00000130255,RPL36,25873
ENSG00000130270,ATP8B3,148229
ENSG00000130332,LSM7,51690
ENSG00000130382,MLLT1,4298
ENSG00000130544,ZNF557,79230
ENSG00000130545,CRB3,92359
ENSG00000130733,YIPF2,78992
ENSG00000130734,ATG4D,84971
ENSG00000130803,ZNF317,57693
ENSG00000130810,PPAN,56342
ENSG00000130811,EIF3G,8666
ENSG00000130812,ANGPTL6,83854
ENSG00000130813,SHFL,55337
ENSG00000130816,DNMT1,1786
ENSG00000130818,ZNF426,79088
ENSG00000130856,ZNF236,7776
ENSG00000131196,NFATC1,4772
ENSG00000133243,BTBD2,55643
ENSG00000133246,PRAM1,84106
ENSG00000133250,ZNF414,84330
ENSG00000133275,CSNK1G2,1455
ENSG00000133313,CNDP2,55748
ENSG00000134030,CTIF,9811
ENSG00000134046,MBD2,8932
ENSG00000134049,IER3IP1,51124
ENSG00000134265,NAPG,8774
