Gene stable ID,Gene name,NCBI gene ID
ENSG00000003249,DBNDD1,79007
ENSG00000004660,CAMKK1,84254
ENSG00000005194,CIAPIN1,57019
ENSG00000007168,PAFAH1B1,5048
ENSG00000034713,GABARAPL2,11345
ENSG00000038358,EDC4,23644
ENSG00000039068,CDH1,999
ENSG00000039523,RIPOR1,79567
ENSG00000040199,PHLPP2,23035
ENSG00000040531,CTNS,1497
ENSG00000051108,HERPUD1,9709
ENSG00000051523,CYBA,1535
ENSG00000052344,PRSS8,5652
ENSG00000064270,ATP2C2,9914
ENSG00000065427,KARS1,3735
ENSG00000065457,ADAT1,23536
ENSG00000067955,CBFB,865
ENSG00000069329,VPS35,55737
ENSG00000069345,DNAJA2,10294
ENSG00000070366,SMG6,23293
ENSG00000070444,MNT,4335
ENSG00000070761,CFAP20,29105
ENSG00000070770,CSNK2A2,1459
ENSG00000072736,NFATC3,4775
ENSG00000074356,NCBP3,55421
ENSG00000074370,ATP2A3,489
ENSG00000074660,SCARF1,8578
ENSG00000074755,ZZEF1,23140
ENSG00000075399,VPS9D1,9605
ENSG00000083454,P2RX5,5026
ENSG00000083457,ITGAE,3682
ENSG00000083799,CYLD,1540
ENSG00000087237,CETP,1071
ENSG00000087245,MMP2,4313
ENSG00000087250,MT3,4504
ENSG00000087253,LPCAT2,54947
ENSG00000087258,GNAO1,2775
ENSG00000087263,OGFOD1,55239
ENSG00000088682,COQ9,57017
ENSG00000089280,FUS,2521
ENSG00000089505,CMTM1,113540
ENSG00000090857,PDPR,55066
ENSG00000090861,AARS1,16
ENSG00000090863,GLG1,2734
ENSG00000091640,SPAG7,9552
ENSG00000091651,ORC6,23594
ENSG00000099364,FBXL19,54620
ENSG00000099365,STX1B,112755
ENSG00000099377,HSD3B7,80270
ENSG00000099381,SETD1A,9739
ENSG00000099385,BCL7C,9274
ENSG00000102871,TRADD,8717
ENSG00000102878,HSF4,3299
ENSG00000102890,ELMO3,79767
ENSG00000102893,PHKB,5257
ENSG00000102898,NUTF2,10204
ENSG00000102900,NUP93,9688
ENSG00000102901,CENPT,80152
ENSG00000102908,NFAT5,10725
ENSG00000102910,LONP2,83752
ENSG00000102921,N4BP1,9683
ENSG00000102931,ARL2BP,23568
ENSG00000102934,PLLP,51090
ENSG00000102967,DHODH,1723
ENSG00000102974,CTCF,10664
ENSG00000102977,ACD,65057
ENSG00000102978,POLR2C,5432
ENSG00000102981,PARD6A,50855
ENSG00000102984,ZNF821,55565
ENSG00000103005,USB1,79650
ENSG00000103018,CYB5B,80777
ENSG00000103035,PSMD7,5713
ENSG00000103037,SETD6,79918
ENSG00000103042,SLC38A7,55238
ENSG00000103043,VAC14,55697
ENSG00000103044,HAS3,3038
ENSG00000103047,TANGO6,79613
ENSG00000103051,COG4,25839
ENSG00000103056,SMPD3,55512
ENSG00000103061,SLC7A6OS,84138
ENSG00000103064,SLC7A6,9057
ENSG00000103066,PLA2G15,23659
ENSG00000103091,WDR59,79726
ENSG00000103111,MON1B,22879
ENSG00000103121,CMC2,56942
ENSG00000103150,MLYCD,23417
ENSG00000103154,NECAB2,54550
ENSG00000103160,HSDL1,83693
ENSG00000103168,TAF1C,9013
ENSG00000103175,WFDC1,58189
