Gene stable ID,Gene name,NCBI gene ID
ENSG00000005059,MCUB,55013
ENSG00000028310,BRD9,65980
ENSG00000035499,DEPDC1B,55789
ENSG00000037474,NSUN2,54888
ENSG00000038002,AGA,175
ENSG00000038382,TRIO,7204
ENSG00000039123,MTREX,23517
ENSG00000039319,ZFYVE16,9765
ENSG00000049167,ERCC8,1161
ENSG00000049656,CLPTM1L,81037
ENSG00000049860,HEXB,3074
ENSG00000049883,PTCD2,79810
ENSG00000052795,FNIP2,57600
ENSG00000052802,MSMO1,6307
ENSG00000056050,HPF1,54969
ENSG00000056097,ZFR,51663
ENSG00000059691,GATB,5188
ENSG00000061918,GUCY1B1,2983
ENSG00000062194,GPBP1,65056
ENSG00000067113,PLPP1,8611
ENSG00000067248,DHX29,54505
ENSG00000068796,KIF2A,3796
ENSG00000069020,MAST4,375449
ENSG00000070190,DAPP1,27071
ENSG00000071205,ARHGAP10,79658
ENSG00000071539,TRIP13,9319
ENSG00000073331,ALPK1,80216
ENSG00000073578,SDHA,6389
ENSG00000077684,JADE1,79960
ENSG00000079215,SLC1A3,6507
ENSG00000082068,WDR70,55100
ENSG00000082074,FYB1,2533
ENSG00000082196,C1QTNF3,114899
ENSG00000082213,C5orf22,55322
ENSG00000083312,TNPO1,3842
ENSG00000083720,OXCT1,5019
ENSG00000085231,AK6,102157402
ENSG00000085365,SCAMP1,9522
ENSG00000085871,MGST2,4258
ENSG00000086189,DIMT1,27292
ENSG00000086200,IPO11,51194
ENSG00000095015,MAP3K1,4214
ENSG00000109270,LAMTOR3,8649
ENSG00000109320,NFKB1,4790
ENSG00000109323,MANBA,4126
ENSG00000109332,UBE2D3,7323
ENSG00000109381,ELF2,1998
ENSG00000109390,NDUFC1,4717
ENSG00000109436,TBC1D9,23158
ENSG00000109445,ZNF330,27309
ENSG00000109452,INPP4B,8821
ENSG00000109458,GAB1,2549
ENSG00000109466,KLHL2,11275
ENSG00000109472,CPE,1363
ENSG00000109475,RPL34,6164
ENSG00000109534,GAR1,54433
ENSG00000109536,FRG1,2483
ENSG00000109572,CLCN3,1182
ENSG00000109586,GALNT7,51809
ENSG00000109670,FBXW7,55294
ENSG00000109756,RAPGEF2,9693
ENSG00000109762,SNX25,83891
ENSG00000109775,UFSP2,55325
ENSG00000112851,ERBIN,55914
ENSG00000112877,CEP72,55722
ENSG00000112936,C7,730
ENSG00000112941,TENT4A,11044
ENSG00000112972,HMGCS1,3157
