Gene stable ID,Gene name,NCBI gene ID
ENSG00000005436,GCFC2,6936
ENSG00000005448,WDR54,84058
ENSG00000011523,CEP68,23177
ENSG00000014641,MDH1,4190
ENSG00000019169,MARCO,8685
ENSG00000034510,TMSB10,9168
ENSG00000035141,FAM136A,84908
ENSG00000040933,INPP4A,3631
ENSG00000042445,RETSAT,54884
ENSG00000042493,CAPG,822
ENSG00000048991,R3HDM1,23518
ENSG00000054219,LY75,4065
ENSG00000059728,MXD1,4084
ENSG00000065911,MTHFD2,10797
ENSG00000068654,POLR1A,25885
ENSG00000071051,NCK2,8440
ENSG00000071054,MAP4K4,9448
ENSG00000071073,MGAT4A,11320
ENSG00000071082,RPL31,6160
ENSG00000071967,CYBRD1,79901
ENSG00000072135,PTPN18,26469
ENSG00000072163,LIMS2,55679
ENSG00000073737,DHRS9,10170
ENSG00000074054,CLASP1,23332
ENSG00000075292,ZNF638,27332
ENSG00000075340,ADD2,119
ENSG00000075568,TMEM131,23505
ENSG00000075884,ARHGAP15,55843
ENSG00000076003,MCM6,4175
ENSG00000077380,DYNC1I2,1781
ENSG00000080345,RIF1,55183
ENSG00000082258,CCNT2,905
ENSG00000082438,COBLL1,22837
ENSG00000082898,XPO1,7514
ENSG00000084090,STARD7,56910
ENSG00000087338,GMCL1,64395
ENSG00000088179,PTPN4,5775
ENSG00000088205,DDX18,8886
ENSG00000091409,ITGA6,3655
ENSG00000091436,MAP3K20,51776
ENSG00000114956,DGUOK,1716
ENSG00000114978,MOB1A,55233
ENSG00000114982,KANSL3,55683
ENSG00000114988,LMAN2L,81562
ENSG00000114993,RTKN,6242
ENSG00000114999,TTL,150465
ENSG00000115042,FAHD2A,51011
ENSG00000115073,ACTR1B,10120
ENSG00000115084,SLC35F5,80255
ENSG00000115085,ZAP70,7535
ENSG00000115091,ACTR3,10096
ENSG00000115107,STEAP3,55240
ENSG00000115109,EPB41L5,57669
ENSG00000115145,STAM2,10254
ENSG00000115159,GPD2,2820
ENSG00000115165,CYTIP,9595
ENSG00000115170,ACVR1,90
ENSG00000115233,PSMD14,10213
ENSG00000115267,IFIH1,64135
ENSG00000115271,GCA,25801
ENSG00000115274,INO80B,83444
ENSG00000115275,MOGS,7841
ENSG00000115282,TTC31,64427
ENSG00000115289,PCGF1,84759
ENSG00000115307,AUP1,550
ENSG00000115317,HTRA2,27429
ENSG00000115318,LOXL3,84695
ENSG00000115325,DOK1,1796
ENSG00000115339,GALNT3,2591
ENSG00000115350,POLE4,56655
ENSG00000115364,MRPL19,9801
ENSG00000115386,REG1A,5967
ENSG00000115446,UNC50,25972
ENSG00000115459,ELMOD3,84173
ENSG00000115464,USP34,9736
ENSG00000115484,CCT4,10575
ENSG00000115486,GGCX,2677
ENSG00000115504,EHBP1,23301
ENSG00000115507,OTX1,5013
ENSG00000115514,TXNDC9,10190
ENSG00000115523,GNLY,10578
ENSG00000115525,ST3GAL5,8869
ENSG00000115526,CHST10,9486
ENSG00000115539,PDCL3,79031
ENSG00000115548,KDM3A,55818
ENSG00000115561,CHMP3,51652
ENSG00000115590,IL1R2,7850
ENSG00000115594,IL1R1,3554
ENSG00000115602,IL1RL1,9173
ENSG00000115604,IL18R1,8809
ENSG00000115607,IL18RAP,8807
ENSG00000115641,FHL2,2274
ENSG00000115652,UXS1,80146
ENSG00000115718,PROC,5624
ENSG00000115762,PLEKHB2,55041
ENSG00000115806,GORASP2,26003
ENSG00000115827,DCAF17,80067
ENSG00000115839,RAB3GAP1,22930
ENSG00000115840,SLC25A12,8604
ENSG00000115866,DARS1,1615
ENSG00000115902,SLC1A4,6509
ENSG00000115919,KYNU,8942
ENSG00000115946,PNO1,56902
ENSG00000115947,ORC4,5000
ENSG00000115956,PLEK,5341
ENSG00000115977,AAK1,22848
ENSG00000115998,C2orf42,54980
ENSG00000116001,TIA1,7072
ENSG00000116005,PCYOX1,51449
ENSG00000116096,SPR,6697
ENSG00000116127,ALMS1,7840
ENSG00000118640,VAMP8,8673
ENSG00000119844,AFTPH,54812
ENSG00000119862,LGALSL,29094
ENSG00000119865,CNRIP1,25927
ENSG00000121152,NCAPH,23397
ENSG00000121964,GTDC1,79712
ENSG00000121966,CXCR4,7852
ENSG00000121988,ZRANB3,84083
ENSG00000121989,ACVR2A,92
ENSG00000123600,METTL8,79828
ENSG00000123607,TTC21B,79809
ENSG00000123609,NMI,9111
ENSG00000123610,TNFAIP6,7130
ENSG00000123636,BAZ2B,29994
ENSG00000124356,STAMBP,10617
ENSG00000124357,NAGK,55577
ENSG00000124370,MCEE,84693
ENSG00000124374,PAIP2B,400961
ENSG00000124380,SNRNP27,11017
ENSG00000124383,MPHOSPH10,10199
ENSG00000125538,IL1B,3553
ENSG00000125551,PLGLB2,5342
ENSG00000125611,CHCHD5,84269
ENSG00000125618,PAX8,7849
ENSG00000125629,INSIG2,51141
ENSG00000125630,POLR1B,84172
ENSG00000125633,CCDC93,54520
ENSG00000125637,PSD4,23550
ENSG00000128692,EIF2S2P4,
ENSG00000128708,HAT1,8520
ENSG00000132300,PTCD3,55037
ENSG00000132305,IMMT,10989
ENSG00000132313,MRPL35,51318
ENSG00000135617,PRADC1,84279
ENSG00000135622,SEMA4F,10505
ENSG00000135624,CCT7,10574
ENSG00000135631,RAB11FIP5,26056
ENSG00000135632,SMYD5,10322
ENSG00000135636,DYSF,8291
ENSG00000135637,CCDC142,84865
ENSG00000135940,COX5B,1329
ENSG00000135945,REV1,51455
ENSG00000135951,TSGA10,80705
ENSG00000135953,MFSD9,84804
ENSG00000135956,TMEM127,55654
ENSG00000135966,TGFBRAP1,9392
ENSG00000135968,GCC2,9648
ENSG00000135972,MRPS9,64965
ENSG00000135974,C2orf49,79074
ENSG00000135999,EPC2,26122
ENSG00000136536,MARCHF7,64844
ENSG00000136541,ERMN,57471
ENSG00000136560,TANK,10010
ENSG00000136682,CBWD2,150472
ENSG00000136689,IL1RN,3557
ENSG00000136699,SMPD4,55627
ENSG00000136709,WDR33,55339
ENSG00000136710,CCDC115,84317
ENSG00000136715,SAP130,79595
ENSG00000136717,BIN1,274
ENSG00000136718,IMP4,92856
ENSG00000136720,HS6ST1,9394
ENSG00000136731,UGGT1,56886
ENSG00000136732,GYPC,2995
ENSG00000138069,RAB1A,5861
ENSG00000138071,ACTR2,10097
ENSG00000138382,METTL5,29081
ENSG00000138385,SSB,6741
ENSG00000138398,PPIG,9360
ENSG00000138399,FASTKD1,79675
ENSG00000138430,OLA1,29789
ENSG00000138433,CIR1,9541
ENSG00000143951,WDPCP,51057
ENSG00000143952,VPS54,51542
ENSG00000143971,ETAA1,54465
ENSG00000143977,SNRPG,6637
ENSG00000143995,MEIS1,4211
ENSG00000144021,CIAO1,9391
ENSG00000144026,ZNF514,84874
ENSG00000144028,SNRNP200,23020
ENSG00000144029,MRPS5,64969
ENSG00000144034,TPRKB,51002
