Gene stable ID,Gene name,NCBI gene ID
ENSG00000015475,BID,637
ENSG00000040608,RTN4R,65078
ENSG00000054611,TBC1D22A,25771
ENSG00000069998,HDHD5,27440
ENSG00000070010,UFD1,7353
ENSG00000070371,CLTCL1,8218
ENSG00000070413,DGCR2,9993
ENSG00000075218,GTSE1,51512
ENSG00000075234,TTC38,55020
ENSG00000075240,GRAMD4,23151
ENSG00000077942,FBLN1,2192
ENSG00000093000,NUP50,10762
ENSG00000093009,CDC45,8318
ENSG00000093010,COMT,1312
ENSG00000093072,ADA2,51816
ENSG00000099889,ARVCF,421
ENSG00000099899,TRMT2A,27037
ENSG00000099901,RANBP1,5902
ENSG00000099904,ZDHHC8,29801
ENSG00000099910,KLHL22,84861
ENSG00000099917,MED15,51586
ENSG00000099940,SNAP29,9342
ENSG00000099942,CRKL,1399
ENSG00000099949,LZTR1,8216
ENSG00000099956,SMARCB1,6598
ENSG00000099958,DERL3,91319
ENSG00000099968,BCL2L13,23786
ENSG00000099974,DDTL,100037417
ENSG00000099977,DDT,1652
ENSG00000099977,DDT,100037417
ENSG00000099985,OSM,5008
ENSG00000099991,CABIN1,23523
ENSG00000099992,TBC1D10A,83874
ENSG00000099994,SUSD2,56241
ENSG00000099995,SF3A1,10291
ENSG00000099998,GGT5,2687
ENSG00000099999,RNF215,200312
ENSG00000100003,SEC14L2,23541
ENSG00000100014,SPECC1L,23384
ENSG00000100023,PPIL2,23759
ENSG00000100024,UPB1,51733
ENSG00000100027,YPEL1,29799
ENSG00000100028,SNRPD3,6634
ENSG00000100029,PES1,23481
ENSG00000100030,MAPK1,5594
ENSG00000100031,GGT1,2678
ENSG00000100034,PPM1F,9647
ENSG00000100036,SLC35E4,339665
ENSG00000100038,TOP3B,8940
ENSG00000100055,CYTH4,27128
ENSG00000100056,ESS2,8220
ENSG00000100058,CRYBB2P1,
ENSG00000100060,MFNG,4242
ENSG00000100068,LRP5L,91355
ENSG00000100075,SLC25A1,6576
ENSG00000100077,GRK3,157
ENSG00000100079,LGALS2,3957
ENSG00000100083,GGA1,26088
ENSG00000100084,HIRA,7290
ENSG00000100092,SH3BP1,23616
ENSG00000100097,LGALS1,3956
ENSG00000100099,HPS4,89781
ENSG00000100100,PIK3IP1,113791
ENSG00000100101,Z83844.1,
ENSG00000100104,SRRD,402055
ENSG00000100105,PATZ1,23598
ENSG00000100106,TRIOBP,11078
ENSG00000100109,TFIP11,24144
ENSG00000100116,GCAT,23464
ENSG00000100122,CRYBB1,1414
ENSG00000100124,ANKRD54,129138
ENSG00000100129,EIF3L,51386
ENSG00000100138,SNU13,4809
ENSG00000100139,MICALL1,85377
ENSG00000100142,POLR2F,5435
