Gene stable ID,Gene name,NCBI gene ID
ENSG00000011454,RABGAP1,2844
ENSG00000011454,RABGAP1,23637
ENSG00000012779,ALOX5,240
ENSG00000015171,ZMYND11,10771
ENSG00000026025,VIM,7431
ENSG00000044574,HSPA5,3309
ENSG00000047056,WDR37,22884
ENSG00000048740,CELF2,10659
ENSG00000054148,PHPT1,29085
ENSG00000056558,TRAF1,7185
ENSG00000056586,RC3H2,54542
ENSG00000057608,GDI2,2665
ENSG00000065328,MCM10,55388
ENSG00000065665,SEC61A2,55176
ENSG00000065675,PRKCQ,5588
ENSG00000065809,FAM107B,83641
ENSG00000067057,PFKP,5214
ENSG00000067064,IDI1,3422
ENSG00000067082,KLF6,1316
ENSG00000072401,UBE2D1,7321
ENSG00000072422,RHOBTB1,9886
ENSG00000075407,ZNF37A,7587
ENSG00000077420,APBB1IP,54518
ENSG00000078403,MLLT10,8028
ENSG00000085265,FCN1,2219
ENSG00000086475,SEPHS1,22929
ENSG00000095261,PSMD5,5711
ENSG00000095303,PTGS1,5742
ENSG00000095319,NUP188,23511
ENSG00000095321,CRAT,1384
ENSG00000095370,SH2D3C,10044
ENSG00000095397,WHRN,25861
ENSG00000095739,BAMBI,25805
ENSG00000095787,WAC,51322
ENSG00000095794,CREM,1390
ENSG00000097007,ABL1,25
ENSG00000099246,RAB18,22931
ENSG00000099251,HSD17B7P2,
ENSG00000099256,PRTFDC1,56952
ENSG00000099290,WASHC2A,387680
ENSG00000106780,MEGF9,1955
ENSG00000106804,C5,727
ENSG00000106868,SUSD1,64420
ENSG00000106927,AMBP,259
ENSG00000106948,AKNA,80709
ENSG00000106952,TNFSF8,944
ENSG00000106976,DNM1,1759
ENSG00000106991,ENG,2022
ENSG00000106992,AK1,203
ENSG00000107021,TBC1D13,54662
ENSG00000107130,NCS1,23413
ENSG00000107164,FUBP3,8939
ENSG00000107223,EDF1,8721
ENSG00000107263,RAPGEF1,2889
ENSG00000107281,NPDC1,56654
ENSG00000107290,SETX,23064
ENSG00000107317,PTGDS,5730
ENSG00000107331,ABCA2,20
ENSG00000107485,GATA3,2625
ENSG00000107537,PHYH,5264
ENSG00000107551,RASSF4,83937
ENSG00000107562,CXCL12,6387
ENSG00000107611,CUBN,8029
ENSG00000107614,TRDMT1,1787
ENSG00000107643,MAPK8,5599
ENSG00000107863,ARHGAP21,57584
ENSG00000107897,ACBD5,91452
ENSG00000107929,LARP4B,23185
ENSG00000107937,GTPBP4,23560
ENSG00000107951,MTPAP,55149
ENSG00000107959,PITRM1,10531
ENSG00000107968,MAP3K8,1326
ENSG00000108021,TASOR2,54906
ENSG00000108064,TFAM,7019
ENSG00000108091,CCDC6,8030
ENSG00000108094,CUL2,8453
ENSG00000108100,CCNY,219771
ENSG00000119314,PTBP3,9991
ENSG00000119321,FKBP15,23307
ENSG00000119333,WDR34,89891
ENSG00000119335,SET,6418
ENSG00000119383,PTPA,5524
ENSG00000119392,GLE1,2733
ENSG00000119396,RAB14,51552
ENSG00000119397,CNTRL,11064
ENSG00000119401,TRIM32,22954
ENSG00000119402,FBXW2,26190
ENSG00000119403,PHF19,26147
ENSG00000119408,NEK6,10783
ENSG00000119411,BSPRY,54836
ENSG00000119414,PPP6C,5537
ENSG00000119421,NDUFA8,4702
ENSG00000119431,HDHD3,81932
ENSG00000119446,RBM18,92400
ENSG00000119457,SLC46A2,57864
ENSG00000119471,HSDL2,84263
ENSG00000119487,MAPKAP1,79109
ENSG00000119522,DENND1A,57706
ENSG00000120539,MASTL,84930
ENSG00000120594,PLXDC2,84898
ENSG00000120616,EPC1,80314
ENSG00000122140,MRPS2,51116
ENSG00000122873,CISD1,55847
ENSG00000122877,EGR2,1959
ENSG00000122952,ZWINT,11130
ENSG00000123240,OPTN,10133
ENSG00000123453,SARDH,1757
ENSG00000125482,TTF1,7270
ENSG00000125484,GTF3C4,9329
ENSG00000125485,DDX31,64794
ENSG00000126878,AIF1L,83543
ENSG00000126882,FAM78A,286336
ENSG00000126883,NUP214,8021
ENSG00000127191,TRAF2,7186
ENSG00000128805,ARHGAP22,58504
ENSG00000128815,WDFY4,57705
ENSG00000130559,CAMSAP1,157922
ENSG00000130560,UBAC1,10422
ENSG00000130653,PNPLA7,375775
ENSG00000130707,ASS1,445
ENSG00000130713,EXOSC2,23404
ENSG00000130714,POMT1,10585
ENSG00000130717,UCK1,83549
ENSG00000130723,PRRC2B,84726
ENSG00000134452,FBH1,84893
ENSG00000134453,RBM17,84991
ENSG00000134460,IL2RA,3559
ENSG00000134461,ANKRD16,54522
ENSG00000134463,ECHDC3,79746
ENSG00000134470,IL15RA,3601
ENSG00000136738,STAM,8027
ENSG00000136754,ABI1,10006
ENSG00000136758,YME1L1,10730
ENSG00000136770,DNAJC1,64215
ENSG00000136802,LRRC8A,56262
ENSG00000136807,CDK9,1025
ENSG00000136811,ODF2,4957
ENSG00000136816,TOR1B,27348
ENSG00000136819,C9orf78,51759
ENSG00000136827,TOR1A,1861
ENSG00000136828,RALGPS1,9649
ENSG00000136830,NIBAN2,64855
ENSG00000136840,ST6GALNAC4,27090
ENSG00000136848,DAB2IP,153090
ENSG00000136854,STXBP1,6812
ENSG00000136856,SLC2A8,29988
ENSG00000136861,CDK5RAP2,55755
ENSG00000136867,SLC31A2,1318
ENSG00000136868,SLC31A1,1317
ENSG00000136869,TLR4,7099
ENSG00000136875,PRPF4,9128
ENSG00000136877,FPGS,2356
ENSG00000136878,USP20,10868
ENSG00000136888,ATP6V1G1,9550
ENSG00000136908,DPM2,8818
ENSG00000136930,PSMB7,5695
ENSG00000136933,RABEPK,10244
ENSG00000136935,GOLGA1,2800
ENSG00000136940,PDCL,5082
ENSG00000136942,RPL35,11224
ENSG00000136950,ARPC5L,81873
ENSG00000138835,RGS3,5998
ENSG00000148153,INIP,58493
ENSG00000148154,UGCG,7357
ENSG00000148158,SNX30,401548
ENSG00000148175,STOM,2040
ENSG00000148180,GSN,2934
ENSG00000148187,MRRF,92399
ENSG00000148200,NR6A1,2649
ENSG00000148218,ALAD,210
ENSG00000148229,POLE3,54107
ENSG00000148248,SURF4,6836
ENSG00000148288,GBGT1,26301
ENSG00000148290,SURF1,6834
ENSG00000148291,SURF2,6835
ENSG00000148296,SURF6,6838
ENSG00000148297,MED22,6837
ENSG00000148300,REXO4,57109
ENSG00000148303,RPL7A,6130
ENSG00000148308,GTF3C5,9328
ENSG00000148331,ASB6,140459
ENSG00000148334,PTGES2,80142
ENSG00000148335,NTMT1,28989
ENSG00000148337,CIZ1,25792
ENSG00000148339,SLC25A25,114789
ENSG00000148341,SH3GLB2,56904
ENSG00000148343,MIGA2,84895
ENSG00000148344,PTGES,9536
ENSG00000148346,LCN2,3934
ENSG00000148356,LRSAM1,90678
ENSG00000148358,GPR107,57720
