Gene stable ID,Gene name,NCBI gene ID
ENSG00000006432,MAP3K9,4293
ENSG00000009830,POMT2,29954
ENSG00000011114,BTBD7,55727
ENSG00000012963,UBR7,55148
ENSG00000012983,MAP4K5,11183
ENSG00000013523,ANGEL1,23357
ENSG00000015133,CCDC88C,440193
ENSG00000020426,MNAT1,4331
ENSG00000020577,SAMD4A,23034
ENSG00000022976,ZNF839,55778
ENSG00000023608,SNAPC1,6617
ENSG00000027075,PRKCH,5583
ENSG00000029364,SLC39A9,55334
ENSG00000032219,ARID4A,5926
ENSG00000033170,FUT8,2530
ENSG00000042088,TDP1,55775
ENSG00000042317,AL049834.1,55812
ENSG00000050130,JKAMP,51528
ENSG00000053254,FOXN3,1112
ENSG00000053770,AP5M1,55745
ENSG00000054654,SYNE2,23224
ENSG00000054983,GALC,2581
ENSG00000063761,ADCK1,57143
ENSG00000066427,ATXN3,4287
ENSG00000066455,GOLGA5,9950
ENSG00000066739,ATG2B,55102
ENSG00000070182,SPTB,6710
ENSG00000070269,TMEM260,54916
ENSG00000070367,EXOC5,10640
ENSG00000071246,VASH1,22846
ENSG00000071537,SEL1L,6400
ENSG00000072042,RDH11,51109
ENSG00000072110,ACTN1,87
ENSG00000072121,ZFYVE26,23503
ENSG00000072415,MPP5,64398
ENSG00000075413,MARK3,4140
ENSG00000078304,PPP2R5C,5527
ENSG00000080815,PSEN1,5663
ENSG00000080823,MOK,5891
ENSG00000080824,HSP90AA1,3320
ENSG00000081177,EXD2,55218
ENSG00000081181,ARG2,384
ENSG00000087301,TXNDC16,57544
ENSG00000087302,RTRAF,51637
ENSG00000088808,PPP1R13B,23368
ENSG00000089737,DDX24,57062
ENSG00000089775,ZBTB25,7597
ENSG00000089902,RCOR1,23186
ENSG00000089916,GPATCH2L,55668
ENSG00000090060,PAPOLA,10914
ENSG00000090061,CCNK,8812
ENSG00000092010,PSME1,5720
ENSG00000092020,PPP2R3C,55012
ENSG00000092036,HAUS4,54930
ENSG00000092051,JPH4,84502
ENSG00000092054,MYH7,4625
ENSG00000092067,CEBPE,1053
ENSG00000092068,SLC7A8,23428
