Gene stable ID,Gene name,NCBI gene ID
ENSG00000004779,NDUFAB1,4706
ENSG00000005187,ACSM3,6296
ENSG00000005189,REXO5,81691
ENSG00000005339,CREBBP,1387
ENSG00000005513,SOX8,30812
ENSG00000005844,ITGAL,3683
ENSG00000006007,GDE1,51573
ENSG00000006194,ZNF263,10127
ENSG00000006327,TNFRSF12A,51330
ENSG00000007038,PRSS21,10942
ENSG00000007376,RPUSD1,113000
ENSG00000007392,LUC7L,55692
ENSG00000007516,BAIAP3,8938
ENSG00000007520,TSR3,115939
ENSG00000007541,PIGQ,9091
ENSG00000007545,CRAMP1,57585
ENSG00000008516,MMP25,64386
ENSG00000008517,IL32,9235
ENSG00000008710,PKD1,5310
ENSG00000010539,ZNF200,7752
ENSG00000011638,TMEM159,57146
ENSG00000013364,MVP,9961
ENSG00000033011,ALG1,56052
ENSG00000038532,CLEC16A,23274
ENSG00000047578,KIAA0556,23247
ENSG00000048462,TNFRSF17,608
ENSG00000048471,SNX29,92017
ENSG00000058600,POLR3E,55718
ENSG00000059122,FLYWCH1,84256
ENSG00000059145,UNKL,64718
ENSG00000063854,HAGH,3029
ENSG00000065054,SLC9A3R2,9351
ENSG00000065057,NTHL1,4913
ENSG00000066654,THUMPD1,55623
ENSG00000067365,METTL22,79091
ENSG00000067836,ROGDI,79641
ENSG00000068305,MEF2A,4205
ENSG00000072864,NDE1,54820
ENSG00000074071,MRPS34,65993
ENSG00000077235,GTF3C1,2975
ENSG00000077238,IL4R,3566
ENSG00000079616,KIF22,3835
ENSG00000080603,SRCAP,10847
ENSG00000083093,PALB2,79728
ENSG00000085644,ZNF213,7760
ENSG00000085721,RRN3,54700
ENSG00000086504,MRPL28,10573
ENSG00000086506,HBQ1,3049
ENSG00000089486,CDIP1,29965
ENSG00000090238,YPEL3,83719
ENSG00000090447,TFAP4,7023
ENSG00000090565,RAB11FIP3,9727
ENSG00000090581,GNPTG,84572
ENSG00000090905,TNRC6A,27327
ENSG00000091262,ABCC6,368
ENSG00000095906,NUBP2,10101
